second,cLeaf,cStem,cFruit
2647500,97391.5432166,304114.343174,286228.275938
2647800,97391.3127638,304125.729674,286226.95505
2648100,97391.0521102,304137.085468,286225.606596
2648400,97390.7346278,304148.382532,286224.206417
2648700,97390.4162431,304159.678642,286222.805483
2649000,97390.0226441,304170.895143,286221.341563
2649300,97389.6290452,304182.111645,286219.877643
2649600,97389.1638191,304193.250309,286218.372836
2649900,97388.6929504,304204.382842,286216.864808
2650200,97388.1574064,304215.443002,286215.382543
2650500,97387.6097353,304226.489591,286213.905109
2650800,97387.0064384,304237.471568,286212.51611
2651100,97386.3853068,304248.432828,286211.155464
2651400,97385.7185037,304259.33831,286209.890344
2651700,97385.0294434,304270.21661,286208.671777
2652000,97384.3077775,304281.052478,286207.509922
2652300,97383.558031,304291.851804,286206.39691
2652600,97382.7869296,304302.621292,286205.302072
2652900,97381.9840901,304313.346433,286204.234247
2653200,97381.1740284,304324.0609,286203.166626
2653500,97380.3337149,304334.727996,286202.323533
2653800,97379.4826192,304345.37155,286201.536164
2654100,97378.6222817,304355.992552,286200.764267
2654400,97377.7542795,304366.59045,286200.025834
2654700,97376.8818665,304377.168706,286199.323133
2655000,97376.0080643,304387.730821,286198.654136
2655300,97375.1397809,304398.268737,286198.055218
2655600,97374.2714974,304408.806652,286197.4563
2655900,97373.4167601,304419.32842,286196.93172
2656200,97372.5629651,304429.849065,286196.412311
2656500,97371.7292421,304440.362361,286195.969599
2656800,97370.8993895,304450.874241,286195.541677
2657100,97370.0944407,304461.38728,286195.193456
2657400,97369.2981636,304471.900722,286194.872985
2657700,97368.5023867,304482.41432,286194.553912
2658000,97367.7653453,304492.946202,286194.398835
2658300,97367.0283039,304503.478085,286194.243757
2658600,97366.315155,304514.021932,286194.146267
2658900,97365.6649448,304524.597295,286194.200479
2659200,97365.0147347,304535.172659,286194.25469
2659500,97364.4157863,304545.778824,286194.419249
2659800,97363.8601766,304556.411031,286194.677099
2660100,97363.3574322,304567.079244,286195.03672
2660400,97362.8980867,304577.777014,286195.479886
2660700,97362.4968733,304588.517117,286196.025678
2661000,97362.141995,304599.290962,286196.653271
2661300,97361.832156,304610.098725,286197.356627
2661600,97361.5855948,304620.954995,286198.162821
2661900,97361.3959032,304631.856421,286199.053681
2662200,97361.2637126,304642.804541,286200.024537
2662500,97361.1865147,304653.798375,286201.066462
2662800,97361.1610811,304664.836077,286202.170017
2663100,97361.1879623,304675.9192,286203.328806
2663400,97361.2480788,304687.031672,286204.519398
2663700,97361.356204,304698.187248,286205.750954
2664000,97361.5118188,304709.386678,286207.014419
2664300,97361.7092781,304720.625832,286208.299005
2664600,97361.9368454,304731.894207,286209.595276
2664900,97362.1992574,304743.196982,286210.902421
2665200,97362.4961457,304754.534543,286212.217296
2665500,97362.837797,304765.919121,286213.536379
2665800,97363.2085651,304777.334844,286214.856564
2666100,97363.5793333,304788.750568,286216.17675
2666400,97364.0234642,304800.2477,286217.492872
2666700,97364.470711,304811.74829,286218.808822
2667000,97364.9489138,304823.285371,286220.118514
2667300,97365.4667413,304834.869162,286221.420195
2667600,97365.9845688,304846.452954,286222.721876
2667900,97366.5618524,304858.111571,286224.00281
2668200,97367.1444523,304869.776879,286225.281889
2668500,97367.7505425,304881.47394,286226.549141
2668800,97368.3922737,304893.219181,286227.798448
2669100,97369.034005,304904.964422,286229.047755
2669400,97369.7169804,304916.769302,286230.270157
2669700,97370.4072099,304928.584671,286231.487826
2670000,97371.1289395,304940.449722,286232.678185
2670300,97371.8570199,304952.324789,286233.863038
2670600,97372.6117248,304964.246107,286235.016164
2670900,97373.3725131,304976.177993,286236.16204
2671200,97374.1511431,304988.14938,286237.259333
2671500,97374.9343513,305000.130902,286238.344159
2671800,97375.6973193,305012.121537,286239.271119
2672100,97376.4544981,305024.114779,286240.152926
2672400,97376.8777701,305035.868381,286239.891435
2672700,97377.1952403,305047.54605,286239.267679
2673000,97376.8624147,305058.716032,286236.548397
2673300,97375.338296,305068.955969,286229.990271
2673600,97371.1391423,305077.068624,286214.99676
2673900,97363.8359753,305082.689844,286190.448915
2674200,97353.0645194,305085.504895,286155.459483
2674500,97337.9206216,305084.683615,286108.400137
2674800,97320.5496536,305081.954744,286055.78405
2675100,97302.4937626,305078.405211,286004.007878
2675400,97285.6728094,305075.588694,285958.693984
2675700,97270.0041126,305073.430953,285919.355767
2676000,97255.0956426,305071.685044,285883.95572
2676300,97240.897626,305070.299109,285852.250631
2676600,97227.2700552,305069.175046,285823.538057
2676900,97214.1234695,305068.252286,285797.33405
2677200,97201.5028934,305067.575267,285773.64525
2677500,97189.5334787,305067.240977,285752.787161
2677800,97178.1087637,305067.207221,285734.166186
2678100,97167.4050486,305067.579143,285718.392225
2678400,97157.1558806,305068.209324,285704.368314
2678700,97147.5672413,305069.217336,285692.791408
2679000,97138.4934143,305070.513939,285683.041458
2679300,97129.8392439,305072.034232,285674.728889
2679600,97121.5388742,305073.730334,285667.576372
2679900,97113.5310501,305075.561395,285661.340131
2680200,97105.7879888,305077.505232,285655.893773
2680500,97098.3216537,305079.549704,285651.196896
2680800,97091.027866,305081.651069,285646.94079
2681100,97083.7340782,305083.752433,285642.684684
2681400,97076.797897,305085.956043,285639.266429
2681700,97069.9148367,305088.174841,285635.972632
2682000,97063.1299188,305090.414052,285632.869853
2682300,97056.5776264,305092.701649,285630.21984
2682600,97050.025334,305094.989245,285627.569827
2682900,97043.6750413,305097.306291,285625.241103
2683200,97037.4022344,305099.634635,285623.035623
2683500,97031.17367,305101.967506,285620.886659
2683800,97025.1981913,305104.326276,285619.060994
2684100,97019.2227127,305106.685047,285617.235329
2684400,97013.2472341,305109.043818,285615.409664
2684700,97007.4030123,305111.41377,285613.72883
2685000,97001.7508133,305113.800081,285612.259876
2685300,96996.0986143,305116.186392,285610.790922
2685600,96990.4464152,305118.572702,285609.321968
2685900,96984.968712,305120.971548,285608.017501
2686200,96979.5796118,305123.376759,285606.796556
2686500,96974.1905116,305125.78197,285605.57561
2686800,96968.9686671,305128.197928,285604.48815
2687100,96963.7901522,305130.616671,285603.43527
2687400,96958.6116373,305133.035414,285602.382391
2687700,96953.6174041,305135.466188,285601.46085
2688000,96948.6380588,305137.897934,285600.54992
2688300,96943.6694095,305140.330451,285599.64597
2688600,96938.8801858,305142.775899,285598.859127
2688900,96934.0909621,305145.221348,285598.072284
2689200,96929.3368767,305147.669654,285597.306875
2689500,96924.7352893,305150.130359,285596.634489
2689800,96920.1337018,305152.591064,285595.962102
2690100,96915.5630482,305155.054602,285595.307344
2690400,96911.1458423,305157.532192,285594.740026
2690700,96906.7286364,305160.009782,285594.172708
2691000,96902.3374991,305162.489943,285593.619099
2691300,96898.0961076,305164.984875,285593.144235
2691600,96893.8547162,305167.479808,285592.66937
2691900,96889.6347709,305169.976853,285592.204535
2692200,96885.5599187,305172.488187,285591.807555
2692500,96881.4850664,305174.999522,285591.410575
2692800,96877.4279535,305177.512911,285591.022353
2693100,96873.5154334,305180.043047,285590.705519
2693400,96869.6029133,305182.573184,285590.388686
2693700,96865.7071501,305185.106732,285590.085385
2694000,96861.9812727,305187.674876,285589.919277
2694300,96858.2553952,305190.24302,285589.75317
2694600,96854.5295177,305192.811164,285589.587062
2694900,96850.9785031,305195.437436,285589.640553
2695200,96847.4885549,305198.084007,285589.770734
2695500,96843.9986066,305200.730578,285589.900915
2695800,96840.6231297,305203.428476,285590.215559
2696100,96837.4247897,305206.205801,285590.815646
2696400,96834.2264497,305208.983126,285591.415734
2696700,96831.0449184,305211.769793,285592.048234
2697000,96828.229143,305214.759735,285593.386026
2697300,96825.4133676,305217.749677,285594.723819
2697600,96822.5975922,305220.739619,285596.061612
2697900,96820.1506586,305223.96731,285598.206556
2698200,96817.8653452,305227.299178,285600.705181
2698500,96815.5800317,305230.631046,285603.203806
2698800,96813.5685226,305234.156471,285606.330827
2699100,96812.0729372,305238.04661,285610.641921
2699400,96810.5773519,305241.936749,285614.953016
2699700,96809.0817666,305245.826889,285619.26411
2700000,96807.9159472,305249.964184,285624.31959
2700300,96807.4811511,305254.649373,285631.025218
2700600,96807.0463549,305259.334562,285637.730847
2700900,96806.6115588,305264.01975,285644.436475
2701200,96806.5147523,305268.970532,285651.862935
2701500,96807.3088761,305274.621407,285661.189483
2701800,96808.103,305280.272281,285670.516032
2702100,96808.8971238,305285.923156,285679.84258
2702400,96810.0086183,305291.833895,285689.781081
2702700,96812.1295913,305298.571197,285701.66605
2703000,96814.2505643,305305.308498,285713.551019
2703300,96816.3715373,305312.0458,285725.435989
2703600,96818.7630026,305319.013956,285737.75946
2703900,96822.2141398,305326.886501,285751.80079
2704200,96825.665277,305334.759046,285765.84212
2704500,96829.1164142,305342.631592,285779.883451
2704800,96832.8213555,305350.733928,285794.208583
2705100,96837.7876145,305359.978243,285809.944107
2705400,96842.7538734,305369.222558,285825.679631
2705700,96847.7201324,305378.466874,285841.415155
2706000,96852.6863914,305387.711189,285857.150679
2706300,96857.6526503,305396.955505,285872.886203
2706600,96862.7710747,305406.350985,285888.659897
2706900,96869.2005013,305417.04885,285904.762452
2707200,96875.629928,305427.746716,285920.865008
2707500,96882.0593547,305438.444581,285936.967563
2707800,96888.4887814,305449.142446,285953.070118
2708100,96894.9182081,305459.840311,285969.172674
2708400,96901.3825278,305470.581093,285985.207375
2708700,96908.6739278,305482.339143,285999.633713
2709000,96915.9653278,305494.097192,286014.060052
2709300,96923.2567278,305505.855241,286028.48639
2709600,96930.5481278,305517.613291,286042.912728
2709900,96937.8395279,305529.37134,286057.339067
2710200,96945.1309279,305541.129389,286071.765405
2710500,96952.6383436,305553.33228,286084.171966
2710800,96960.1478893,305565.564166,286096.356886
2711100,96967.6416311,305577.894744,286107.613819
2711400,96975.1239212,305590.24648,286118.623984
2711700,96982.5684468,305602.6644,286128.864018
2712000,96989.9727652,305615.125648,286138.508521
2712300,96997.3190438,305627.62139,286147.520479
2712600,97004.6125738,305640.137797,286156.051471
2712900,97011.8353775,305652.674767,286164.002152
2713200,97018.975277,305665.226631,286171.360046
2713500,97026.035823,305677.78684,286178.212139
2713800,97032.9564625,305690.3494,286184.324844
2714100,97039.8039352,305702.912125,286190.064122
2714400,97046.651408,305715.474851,286195.803401
2714700,97053.3436269,305728.032191,286200.85741
2715000,97059.9026562,305740.584912,286205.32354
2715300,97066.4616855,305753.137633,286209.789669
2715600,97072.8848176,305765.679933,286213.779731
2715900,97079.146488,305778.209852,286217.204167
2716200,97085.4081583,305790.73977,286220.628604
2716500,97091.5576858,305803.258358,286223.74187
2716800,97097.5209294,305815.758123,286226.338244
2717100,97103.4841731,305828.257888,286228.934618
2717400,97109.360551,305840.747537,286231.338815
2717700,97115.0288814,305853.212955,286233.282739
2718000,97120.6972118,305865.678374,286235.226664
2718300,97126.2949259,305878.134687,286237.043972
2718600,97131.6322113,305890.557419,286238.394326
2718900,97136.9694967,305902.980151,286239.74468
2719200,97142.3067821,305915.402883,286241.095033
2719500,97147.5576478,305927.813125,286242.322838
2719800,97152.5315064,305940.18333,286243.15783
2720100,97157.505365,305952.553535,286243.992821
2720400,97162.4792236,305964.92374,286244.827812
2720700,97167.3605411,305977.278766,286245.558966
2721000,97171.9815528,305989.591096,286245.998038
2721300,97176.6025644,306001.903425,286246.43711
2721600,97181.2235761,306014.215754,286246.876182
2721900,97185.7548737,306026.511322,286247.223597
2722200,97190.0630178,306038.765202,286247.343029
2722500,97194.3711618,306051.019081,286247.462461
2722800,97198.6733898,306063.271735,286247.575325
2723100,97202.7965796,306075.487231,286247.487798
2723400,97206.83479,306087.683436,286247.275254
2723700,97210.7879773,306099.859279,286246.923118
2724000,97214.65597,306112.013552,286246.414271
2724300,97218.4343525,306124.143654,286245.712213
2724600,97222.1188107,306136.246875,286244.770678
2724900,97225.7496176,306148.333757,286243.667931
2725200,97229.2715098,306160.38607,286242.248548
2725500,97232.7068472,306172.40909,286240.720107
2725800,97236.0528937,306184.401132,286239.569422
2726100,97239.3125193,306196.363299,286238.416673
2726400,97242.4856648,306208.293789,286236.812912
2726700,97245.5669224,306220.188392,286234.80813
2727000,97248.5576742,306232.045702,286232.423774
2727300,97251.4580454,306243.863936,286229.672402
2727600,97254.2666101,306255.640689,286226.568356
2727900,97256.9819817,306267.373587,286223.148657
2728200,97259.5858296,306279.051718,286219.451559
2728500,97262.1081596,306290.68831,286215.652626
2728800,97264.5432205,306302.279643,286211.808781
2729100,97266.860423,306313.807893,286208.097935
2729400,97269.0760206,306325.280029,286204.668833
2729700,97271.2038195,306336.702821,286201.534225
2730000,97273.2383664,306348.072408,286198.740219
2730300,97275.1116974,306359.347982,286196.533208
2730600,97276.9850283,306370.623555,286194.326198
2730900,97278.700056,306381.803817,286192.629832
2731200,97280.3452143,306392.942012,286191.158846
2731500,97281.929563,306404.042273,286189.802399
2731800,97283.3547619,306415.043254,286188.74572
2732100,97284.7799608,306426.044235,286187.689041
2732400,97286.0223621,306436.926768,286186.670441
2732700,97287.2347904,306447.78988,286185.658084
2733000,97288.3551308,306458.590722,286184.562395
2733300,97289.3591215,306469.312889,286183.361419
2733600,97290.3580521,306480.031475,286182.154101
2733900,97291.1552681,306490.607337,286180.693974
2734200,97291.952484,306501.1832,286179.233848
2734500,97292.6243474,306511.666268,286177.625465
2734800,97293.2151005,306522.089293,286175.921153
2735100,97293.7590054,306532.475901,286174.176299
2735400,97294.1029483,306542.707069,286172.258402
2735700,97294.4468912,306552.938237,286170.340506
2736000,97294.790834,306563.169406,286168.422609
2736300,97294.9292156,306573.232956,286166.466768
2736600,97295.0178068,306583.255907,286164.501736
2736900,97295.0938141,306593.268196,286162.545024
2737200,97295.0217895,306603.154763,286160.696721
2737500,97294.8806635,306612.981161,286158.877173
2737800,97294.6535127,306622.731529,286156.543406
2738100,97294.3485505,306632.411984,286154.474097
2738400,97293.9672385,306642.022398,286152.620475
2738700,97293.5182389,306651.569499,286150.891178
2739000,97293.001972,306661.05226,286149.248967
2739300,97292.4295369,306670.480157,286147.684576
2739600,97291.7953548,306679.846544,286146.196811
2739900,97291.114468,306689.163527,286145.150024
2740200,97290.4043035,306698.445434,286144.189244
2740500,97289.6651234,306707.691692,286143.146835
2740800,97288.8970531,306716.902527,286142.036604
2741100,97288.099752,306726.077211,286140.880091
2741400,97287.2679994,306735.208153,286139.689878
2741700,97286.4093032,306744.303619,286138.485092
2742000,97285.5240898,306753.36254,286137.282727
2742300,97284.6215467,306762.396119,286136.095834
2742600,97283.7015608,306771.402234,286134.939073
2742900,97282.7672565,306780.382726,286133.825562
2743200,97281.8225509,306789.337836,286132.778694
2743500,97280.8739289,306798.280737,286131.770377
2743800,97279.9280806,306807.206017,286130.867322
2744100,97278.9860159,306816.126908,286130.008481
2744400,97278.0619687,306825.042845,286129.279532
2744700,97277.1568736,306833.963886,286128.635077
2745000,97276.2731521,306842.890682,286128.085911
2745300,97275.4365232,306851.839803,286127.700268
2745600,97274.623179,306860.801247,286127.389678
2745900,97273.8995608,306869.816101,286127.341561
2746200,97273.1759427,306878.830956,286127.293444
2746500,97272.5466124,306887.90934,286127.486989
2746800,97271.9736828,306897.025727,286127.82509
2747100,97271.4265035,306906.16096,286128.221923
2747400,97271.0302393,306915.406644,286128.962962
2747700,97270.633975,306924.652328,286129.704
2748000,97270.3655211,306933.997255,286130.703742
2748300,97270.1612216,306943.391996,286131.83334
2748600,97269.9866083,306952.81081,286133.016957
2748900,97269.9420456,306962.335081,286134.43722
2749200,97269.9661138,306971.916813,286135.971601
2749500,97270.0761532,306981.571521,286137.643482
2749800,97270.2623262,306991.292187,286139.430057
2750100,97270.5244013,307001.079662,286141.325499
2750400,97270.8674059,307010.939808,286143.328862
2750700,97271.2852819,307020.868674,286145.421978
2751000,97271.7739975,307030.863923,286147.59148
2751300,97272.328162,307040.921647,286149.825173
2751600,97272.9660815,307051.061734,286152.129378
2751900,97273.6768798,307061.275414,286154.486449
2752200,97274.3876781,307071.489094,286156.84352
2752500,97275.2343828,307081.844032,286159.283211
2752800,97276.084457,307092.202473,286161.72495
2753100,97277.0239044,307102.65857,286164.20312
2753400,97278.0029841,307113.157972,286166.697444
2753700,97279.0239705,307123.705198,286169.201566
2754000,97280.1053205,307134.321309,286171.719799
2754300,97281.2499106,307145.013684,286174.239171
2754600,97282.4195416,307155.736548,286176.758117
2754900,97283.6479416,307166.533031,286179.270343
2755200,97284.9223553,307177.390002,286181.770605
2755500,97286.2331588,307188.296336,286184.257912
2755800,97287.5818504,307199.255816,286186.727376
2756100,97288.9659437,307210.266997,286189.174748
2756400,97290.3829717,307221.328407,286191.59571
2756700,97291.8315646,307232.440355,286193.984816
2757000,97293.309243,307243.601002,286196.338951
2757300,97294.8135991,307254.809464,286198.653152
2757600,97296.3370038,307266.053362,286200.93585
2757900,97297.8848366,307277.344756,286203.173411
2758200,97299.4558666,307288.685433,286205.359249
2758500,97301.0413382,307300.058673,286207.50918
2758800,97302.6434696,307311.470936,286209.614825
2759100,97304.2700743,307322.951829,286211.634861
2759400,97305.8999152,307334.441798,286213.643576
2759700,97307.5376983,307345.958103,286215.617525
2760000,97309.1962034,307357.543124,286217.500765
2760300,97310.8547086,307369.128145,286219.384005
2760600,97312.5262597,307380.772697,286221.182813
2760900,97314.204209,307392.446444,286222.940212
2761200,97315.8827312,307404.123089,286224.69343
2761500,97317.5699016,307415.856989,286226.37723
2761800,97319.2550543,307427.6172,286228.017654
2762100,97320.9337126,307439.400317,286229.592875
2762400,97322.6028448,307451.202257,286231.095716
2762700,97324.2604083,307463.01988,286232.5248
2763000,97325.9027578,307474.852576,286233.870358
2763300,97327.5225793,307486.70219,286235.107675
2763600,97329.1398312,307498.553226,286236.334077
2763900,97330.7303042,307510.418546,286237.448952
2764200,97332.3011915,307522.292167,286238.49113
2764500,97333.8504677,307534.173333,286239.459483
2764800,97335.3768482,307546.061055,286240.355971
2765100,97336.8830744,307557.953623,286241.193709
2765400,97338.3673682,307569.85068,286241.97211
2765700,97339.8271362,307581.751964,286242.689904
2766000,97341.2591922,307593.657333,286243.345831
2766300,97342.6685608,307605.565656,286243.95566
2766600,97344.0550671,307617.476673,286244.522696
2766900,97345.4149838,307629.390212,286245.043581
2767200,97346.7633821,307641.304413,286245.545182
2767500,97348.0855377,307653.2201,286246.00288
2767800,97349.381751,307665.135082,286246.416872
2768100,97350.6613866,307677.049613,286246.802936
2768400,97351.8935855,307688.95614,286247.101454
2768700,97353.0903305,307700.847718,286247.320776
2769000,97354.1817565,307712.691361,286247.299424
2769300,97355.2731824,307724.535004,286247.278072
2769600,97356.3646084,307736.378647,286247.25672
2769900,97357.1940396,307748.052351,286246.548767
2770200,97357.9461524,307759.675903,286245.63819
2770500,97358.6259186,307771.244624,286244.52518
2770800,97358.6043348,307782.281801,286241.449725
2771100,97358.582751,307793.318977,286238.374271
2771400,97357.9016643,307803.830242,286233.456189
2771700,97356.2904676,307813.599802,286225.939415
2772000,97354.6792709,307823.369363,286218.422641
2772300,97351.302658,307831.685945,286206.201327
2772600,97347.2936376,307839.482041,286192.294752
2772900,97343.1494998,307847.161697,286178.074069
2773200,97336.7960216,307852.937415,286158.717335
2773500,97330.4425435,307858.713133,286139.3606
2773800,97323.10116,307863.584048,286118.184658
2774100,97315.1499485,307867.896435,286095.885729
2774400,97306.6482033,307871.638924,286073.134763
2774700,97297.8631277,307875.077101,286050.237063
2775000,97288.7568537,307878.089938,286027.79963
2775300,97279.5696144,307880.936204,286005.899571
2775600,97270.3077273,307883.628897,285984.494955
2775900,97261.021289,307886.117206,285964.288087
2776200,97251.7594645,307888.530605,285944.730408
2776500,97242.546814,307890.83086,285926.228281
2776800,97233.3572965,307893.112564,285907.989003
2777100,97224.3113326,307895.27915,285891.380844
2777400,97215.2653687,307897.445736,285874.772686
2777700,97206.4323688,307899.542893,285859.855295
2778000,97197.6156927,307901.634729,285845.067503
2778300,97188.9846815,307903.697025,285831.482054
2778600,97180.4262929,307905.747766,285818.366899
2778900,97172.0459239,307907.787975,285806.228725
2779200,97163.8373791,307909.818018,285795.03353
2779500,97155.6288342,307911.84806,285783.838336
2779800,97147.4516184,307913.877849,285772.789831
2780100,97139.6667544,307915.904454,285763.578415
2780400,97131.8818905,307917.93106,285754.366999
2780700,97124.0970265,307919.957665,285745.155583
2781000,97116.508829,307922.002961,285736.729165
2781300,97109.1138477,307924.076837,285729.048367
2781600,97101.8695165,307926.185789,285721.913601
2781900,97094.7807518,307928.335754,285715.322701
2782200,97087.8793354,307930.541308,285709.358314
2782500,97081.1576386,307932.806638,285703.968809
2782800,97074.7290833,307935.188535,285699.472266
2783100,97068.42907,307937.622413,285695.365245
2783400,97062.1290567,307940.056292,285691.258224
2783700,97056.3155587,307942.729407,285688.552999
2784000,97050.6109361,307945.45606,285686.161477
2784300,97045.2634006,307948.388471,285684.762905
2784600,97040.2166186,307951.49418,285684.200637
2784900,97035.3820105,307954.734189,285684.213983
2785200,97031.1254542,307958.340089,285685.795543
2785500,97026.8688978,307961.94599,285687.377104
2785800,97023.5165788,307966.162304,285691.328252
2786100,97020.1695543,307970.382191,285695.293274
2786400,97017.6763938,307975.211218,285701.352569
2786700,97015.5155223,307980.277299,285708.226868
2787000,97013.3546508,307985.343379,285715.101168
2787300,97012.0497074,307991.045756,285723.927116
2787600,97011.3421069,307997.192199,285734.115098
2787900,97010.6345065,308003.338642,285744.30308
2788200,97010.6032236,308010.009332,285755.867328
2788500,97011.3720631,308017.300236,285769.059778
2788800,97012.1409025,308024.59114,285782.252228
2789100,97013.2255479,308032.131624,285796.047336
2789400,97015.1304276,308040.32539,285811.360694
2789700,97017.4975589,308048.899966,285827.409199
2790000,97020.314682,308057.849934,285844.123443
2790300,97023.6465019,308067.236834,285861.525948
2790600,97027.2249669,308076.83483,285879.241953
2790900,97031.4418818,308086.988447,285897.662589
2791200,97035.9276111,308097.384191,285916.257821
2791500,97040.7155083,308108.052105,285935.049314
2791800,97045.880265,308119.078503,285953.764203
2792100,97051.2251183,308130.294954,285972.118593
2792400,97056.6916593,308141.656797,285989.939388
2792700,97062.22848,308153.124502,286007.080563
2793000,97067.7803244,308164.66667,286023.214362
2793300,97073.2908883,308176.234644,286038.31039
2793600,97078.7288697,308187.804395,286052.337632
2793900,97084.0792389,308199.361754,286065.353681
2794200,97089.325179,308210.896494,286077.333595
2794500,97094.4731731,308222.40652,286088.430364
2794800,97099.5201349,308233.889143,286098.675469
2795100,97104.4647513,308245.342529,286108.111615
2795400,97109.3047939,308256.764893,286116.771631
2795700,97114.0069122,308268.144979,286124.479747
2796000,97118.6262736,308279.498655,286131.669916
2796300,97123.1580713,308290.824388,286138.312054
2796600,97127.5388637,308302.100037,286144.103076
2796900,97131.8513636,308313.35247,286149.535725
2797200,97136.0465299,308324.56466,286154.369177
2797500,97140.124257,308335.735025,286158.653145
2797800,97144.127178,308346.878251,286162.596019
2798100,97147.9262229,308357.944944,286165.655123
2798400,97151.7252679,308369.011638,286168.714228
2798700,97155.4414786,308380.045058,286171.447604
2799000,97158.9468035,308390.993771,286173.351714
2799300,97162.4521285,308401.942483,286175.255824
2799600,97165.8354281,308412.838068,286176.728825
2799900,97169.0703519,308423.669055,286177.677621
2800200,97172.278014,308434.487201,286178.54153
2800500,97175.2641707,308445.201008,286178.715713
2800800,97178.2503275,308455.914816,286178.889896
2801100,97181.0421704,308466.530491,286178.531769
2801400,97183.7752814,308477.116506,286178.012749
2801700,97186.4437794,308487.668311,286177.332822
2802000,97188.9448345,308498.130013,286176.300901
2802300,97191.3387986,308508.532089,286175.123204
2802600,97193.5969171,308518.856654,286173.760404
2802900,97195.793164,308529.145398,286172.313509
2803200,97197.834808,308539.342617,286170.66232
2803500,97199.7838274,308549.483333,286168.899285
2803800,97201.6454232,308559.570355,286167.033165
2804100,97203.3674644,308569.569737,286165.01564
2804400,97204.9819936,308579.499675,286162.892847
2804700,97206.4918525,308589.36076,286160.673944
2805000,97207.8160017,308599.097493,286158.295727
2805300,97209.1401508,308608.834225,286155.91751
2805600,97210.3629061,308618.500042,286153.460248
2805900,97211.3710622,308628.015767,286150.83569
2806200,97212.3792183,308637.531492,286148.211131
2806500,97213.2661684,308646.958306,286145.491851
2806800,97213.9864956,308656.262896,286142.642355
2807100,97214.7047767,308665.565918,286139.791171
2807400,97215.1647865,308674.671062,286136.726793
2807700,97215.6247962,308683.776206,286133.662416
2808000,97215.9305747,308692.758428,286130.480604
2808300,97216.1312048,308701.656847,286127.218729
2808600,97216.2851417,308710.516609,286123.931812
2808900,97216.2283267,308719.201889,286120.531864
2809200,97216.1715117,308727.887168,286117.131917
2809500,97215.9272356,308736.411061,286113.685892
2809800,97215.6263711,308744.886236,286110.225958
2810100,97215.2219985,308753.269773,286106.750452
2810400,97214.7222941,308761.568908,286103.260603
2810700,97214.0773192,308769.735473,286099.740143
2811000,97213.3726658,308777.846634,286096.200042
2811300,97212.550702,308785.84812,286092.615577
2811600,97211.6287591,308793.7539,286088.96799
2811900,97210.6483641,308801.603696,286085.282792
2812200,97209.5096939,308809.298552,286081.414592
2812500,97208.3186411,308816.941156,286077.45584
2812800,97207.015,308824.471454,286073.302463
2813100,97205.6398452,308831.929755,286069.097826
2813400,97204.1483441,308839.267955,286065.378412
2813700,97202.5681567,308846.511627,286061.454776
2814000,97200.903989,308853.665525,286057.303374
2814300,97199.1424757,308860.714952,286052.928513
2814600,97197.244621,308867.616473,286048.294814
2814900,97195.2533661,308874.415584,286043.51634
2815200,97193.1691141,308881.1119,286038.617973
2815500,97190.987429,308887.699479,286033.61751
2815800,97188.6802867,308894.145391,286028.507404
2816100,97186.3731443,308900.591303,286023.397299
2816400,97183.8762497,308906.819607,286018.136765
2816700,97181.35859,308913.024099,286012.859769
2817000,97178.700884,308919.06431,286007.483367
2817300,97175.9661489,308925.014162,286002.05229
2817600,97173.146894,308930.862377,285996.566081
2817900,97170.19485,308936.550912,285990.993254
2818200,97167.2092909,308942.198023,285985.399673
2818500,97164.0047364,308947.574459,285979.670469
2818800,97160.8001819,308952.950895,285973.941265
2819100,97157.5766128,308958.303032,285968.200515
2819400,97154.0877222,308963.316108,285962.298644
2819700,97150.5988316,308968.329185,285956.396773
2820000,97147.1096599,308973.341888,285950.494726
2820300,97143.3450211,308977.989212,285944.421068
2820600,97139.5803823,308982.636535,285938.347409
2820900,97135.8157435,308987.283858,285932.27375
2821200,97131.8018568,308991.588074,285926.05202
2821500,97127.7706899,308995.868501,285919.820025
2821800,97123.739523,309000.148929,285913.58803
2822100,97119.4868952,309004.111896,285907.265103
2822400,97115.2009738,309008.027137,285900.928507
2822700,97110.9150525,309011.942377,285894.591911
2823000,97106.4534382,309015.592738,285888.263349
2823300,97101.9488456,309019.178305,285881.936752
2823600,97097.4214316,309022.728076,285875.618555
2823900,97092.7745756,309026.087216,285869.360525
2824200,97088.0639974,309029.339427,285862.920703
2824500,97083.2729676,309032.467941,285856.023395
2824800,97078.3991444,309035.469687,285849.201467
2825100,97073.4542254,309038.358368,285842.462828
2825400,97068.4160855,309041.088764,285835.837974
2825700,97063.3334918,309043.7406,285829.270864
2826000,97058.1966541,309046.292886,285822.774324
2826300,97053.0172413,309048.75225,285816.752746
2826600,97047.8150325,309051.132021,285810.909104
2826900,97042.5947408,309053.438182,285805.129276
2827200,97037.3589031,309055.670957,285799.437174
2827500,97032.1127818,309057.839136,285793.852467
2827800,97026.8626491,309059.940097,285788.434393
2828100,97021.6190147,309061.987334,285783.198442
2828400,97016.3916059,309063.989036,285778.143187
2828700,97011.1868213,309065.952179,285773.248179
2829000,97006.009032,309067.879589,285768.499711
2829300,97000.8599385,309069.77323,285763.886276
2829600,96995.7402701,309071.634284,285759.402168
2829900,96990.6542515,309073.460336,285755.058414
2830200,96985.5886856,309075.265898,285750.79757
2830500,96980.5615801,309077.035568,285746.685244
