second,cLeaf,cStem,cFruit
54000,92851.0941352,251752.485256,286242.549648
54300,92873.1778766,251767.168122,286243.326605
54600,92895.261618,251781.850987,286244.103562
54900,92917.3422371,251796.533756,286244.862559
55200,92939.4165246,251811.216236,286245.589569
55500,92961.483645,251825.89823,286246.29148
55800,92983.5450299,251840.579776,286246.979636
56100,93005.5996429,251855.260738,286247.655142
56400,93027.646394,251869.940963,286248.317389
56700,93049.6851982,251884.620391,286248.964656
57000,93071.7213838,251899.299557,286249.606949
57300,93093.74591,251913.977501,286250.22287
57600,93115.7676637,251928.655154,286250.832519
57900,93137.775347,251943.331279,286251.401388
58200,93159.7810481,251958.00719,286251.964512
58500,93181.7704639,251972.681253,286252.471874
58800,93203.7586475,251987.355175,286252.974883
59100,93225.726282,252002.026541,286253.398062
59400,93247.6939164,252016.697908,286253.82124
59700,93269.6478669,252031.367388,286254.189369
60000,93291.5909966,252046.035377,286254.513969
60300,93313.5324402,252060.703119,286254.8318
60600,93335.456292,252075.368243,286255.079831
60900,93357.3700021,252090.031676,286255.291915
61200,93379.2725546,252104.693158,286255.472552
61500,93401.1631101,252119.3526,286255.795195
61800,93423.0417534,252134.010394,286256.220284
62100,93444.9079186,252148.66682,286256.691143
62400,93466.761193,252163.322189,286257.169004
62700,93488.6001986,252177.976722,286257.630678
63000,93510.4280309,252192.630761,286258.073592
63300,93532.2423662,252207.284367,286258.489462
63600,93554.040801,252221.937689,286258.871378
63900,93575.8254033,252236.590929,286259.223842
64200,93597.5959041,252251.244206,286259.546641
64500,93619.3490399,252265.897716,286259.833691
64800,93641.0900557,252280.551441,286260.096027
65100,93662.8206445,252295.205373,286260.337258
65400,93684.5303542,252309.859817,286260.537179
65700,93706.2241591,252324.514724,286260.707241
66000,93727.9013654,252339.170122,286260.84815
66300,93749.559808,252353.826049,286260.959686
66600,93771.2009654,252368.482407,286261.047648
66900,93792.8261518,252383.139102,286261.116081
67200,93814.4339978,252397.796107,286261.164854
67500,93836.0228113,252412.45339,286261.193605
67800,93857.5926095,252427.110885,286261.203707
68100,93879.143307,252441.768537,286261.19629
68400,93900.6745065,252456.426293,286261.172215
68700,93922.1850935,252471.084099,286261.131925
69000,93943.6784294,252485.741905,286261.078951
69300,93965.147176,252500.399635,286261.009409
69600,93986.5948689,252515.057227,286260.926857
69900,94008.0219092,252529.714629,286260.83224
70200,94029.4279288,252544.371788,286260.726003
70500,94050.8125551,252559.02865,286260.608631
70800,94072.1734079,252573.68512,286260.479845
71100,94093.5055924,252588.341022,286260.338802
71400,94114.8177734,252602.996469,286260.190006
71700,94136.1111669,252617.651476,286260.034105
72000,94157.3745345,252632.305693,286259.867997
72300,94178.6128303,252646.95919,286259.694006
72600,94199.8251546,252661.611886,286259.510484
72900,94221.0086943,252676.263619,286259.314532
73200,94242.1679506,252690.914483,286259.107179
73500,94263.2999197,252705.564314,286258.886497
73800,94284.404017,252720.213023,286258.652008
74100,94305.4750419,252734.860297,286258.402274
74400,94326.5201662,252749.506381,286258.142429
74700,94347.5391038,252764.151229,286257.873644
75000,94368.5255216,252778.794477,286257.596535
75300,94389.4794153,252793.436054,286257.314197
75600,94410.4031685,252808.076033,286257.028304
75900,94431.2954355,252822.714302,286256.738396
76200,94452.1515565,252837.350553,286256.443011
76500,94472.9747004,252851.984918,286256.142366
76800,94493.765444,252866.617395,286255.83668
77100,94514.5232966,252881.247921,286255.52619
77400,94535.2452864,252895.876281,286255.211015
77700,94555.9278248,252910.502219,286254.891297
78000,94576.5792159,252925.126213,286254.56846
78300,94597.1982775,252939.748187,286254.242385
78600,94617.7692594,252954.367102,286253.911966
78900,94638.3230816,252968.984923,286253.579997
79200,94658.8109246,252983.598443,286253.24208
79500,94679.2798749,252998.210627,286252.902135
79800,94699.6891827,253012.818574,286252.555726
80100,94720.0903519,253027.42566,286252.207332
80400,94740.4076395,253042.023873,286251.838484
80700,94760.7249271,253056.622087,286251.469636
81000,94780.9172936,253071.183467,286250.973316
81300,94801.1027164,253085.742801,286250.469911
81600,94820.9456851,253100.087942,286249.147072
81900,94840.7063537,253114.381609,286247.627304
82200,94859.7248062,253128.132444,286243.971393
82500,94878.0485452,253141.367821,286238.277402
82800,94894.112911,253152.877662,286225.731893
83100,94907.7965763,253162.55952,286206.573231
83400,94920.0228809,253171.128194,286184.277486
83700,94930.9923737,253178.735872,286159.510266
84000,94940.5633382,253185.274156,286132.384425
84300,94949.2396978,253191.128851,286104.072942
84600,94957.0936889,253196.355578,286074.892295
84900,94964.0961633,253200.93363,286045.327046
85200,94970.6020392,253205.13675,286016.24962
85500,94976.881039,253209.174591,285988.489295
85800,94983.1036744,253213.178752,285962.309569
86100,94989.4108575,253217.262132,285938.483116
86400,94995.7953886,253221.412448,285915.86371
86700,95002.3606176,253225.717039,285895.637022
87000,95009.0884478,253230.159926,285877.235997
87300,95015.9550325,253234.724724,285860.603824
87600,95022.8875214,253239.349553,285844.926032
87900,95029.9125863,253244.062077,285830.762974
88200,95036.9852005,253248.823643,285817.577422
88500,95044.0928888,253253.624206,285805.247746
88800,95051.2265501,253258.45885,285793.787551
89100,95058.3793723,253263.33437,285783.657118
89400,95065.5321946,253268.20989,285773.526684
89700,95072.6850168,253273.08541,285763.396251
90000,95079.8408623,253277.99984,285754.822726
90300,95086.9973939,253282.923099,285746.602509
90600,95094.1539255,253287.846359,285738.382292
90900,95101.2970471,253292.781263,285730.86353
91200,95108.4256104,253297.728809,285724.106287
91500,95115.5541738,253302.676355,285717.349043
91800,95122.6774123,253307.625825,285710.744308
92100,95129.7689728,253312.586745,285705.046873
92400,95136.8605332,253317.547665,285699.349438
92700,95143.9334589,253322.513182,285694.030972
93000,95150.9878039,253327.483281,285689.090376
93300,95158.0421488,253332.45338,285684.149781
93600,95165.0642754,253337.431697,285679.765515
93900,95172.08105,253342.411379,285675.473663
94200,95179.0897856,253347.39326,285671.302093
94500,95186.0690597,253352.3832,285667.571329
94800,95193.0483338,253357.37314,285663.840565
95100,95200.0060656,253362.369167,285660.387522
95400,95206.9476252,253367.369762,285657.14297
95700,95213.8891849,253372.370357,285653.898417
96000,95220.792174,253377.381764,285651.071554
96300,95227.6921714,253382.394009,285648.277087
96600,95234.5921688,253387.406254,285645.482621
96900,95241.4541417,253392.429128,285643.040083
97200,95248.3087796,253397.454051,285640.66543
97500,95255.1634175,253402.478975,285638.290778
97800,95261.9826746,253407.516257,285636.213082
98100,95268.7900479,253412.55769,285634.235127
98400,95275.5904646,253417.60284,285632.319625
98700,95282.3722017,253422.657969,285630.571816
99000,95289.1468449,253427.71938,285628.901521
99300,95295.9100916,253432.790884,285627.355754
99600,95302.6667598,253437.872405,285625.907833
99900,95309.4167418,253442.964105,285624.559358
100200,95316.1632748,253448.073947,285623.3495
100500,95322.9075865,253453.195474,285622.228923
100800,95329.6518981,253458.317001,285621.108347
101100,95336.433176,253463.494964,285620.285906
101400,95343.2405653,253468.712792,285619.674055
101700,95350.0479545,253473.930619,285619.062205
102000,95356.8990722,253479.200456,285618.699435
102300,95363.8378691,253484.562776,285618.754229
102600,95370.8846681,253490.026533,285619.23553
102900,95378.0674336,253495.613826,285620.219862
103200,95385.5495086,253501.465452,285622.212499
103500,95393.0502786,253507.333559,285624.267723
103800,95400.8190962,253513.437128,285627.167085
104100,95408.7831419,253519.71219,285630.68126
104400,95416.8516566,253526.079455,285634.493388
104700,95425.2906288,253532.773676,285639.362089
105000,95433.729601,253539.467897,285644.23079
105300,95442.5466773,253546.501866,285650.045833
105600,95451.4246186,253553.590527,285656.013211
105900,95460.5286179,253560.888471,285662.4423
106200,95469.856227,253568.393433,285669.328099
106500,95479.1838361,253575.898395,285676.213898
106800,95488.6846494,253583.565955,285683.405117
107100,95498.5157455,253591.543576,285691.178742
107400,95508.3468417,253599.521197,285698.952367
107700,95518.2714147,253607.585704,285706.888131
108000,95528.6069837,253616.032232,285715.536787
108300,95538.9425528,253624.478759,285724.185443
108600,95549.6852399,253633.288502,285733.66463
108900,95560.5648846,253642.220434,285743.423215
109200,95572.1224625,253651.734232,285754.760069
109500,95583.85472,253661.396108,285766.511607
109800,95596.389166,253671.735655,285780.177759
110100,95609.2895295,253682.383593,285794.679596
110400,95622.8869523,253693.619007,285810.773382
110700,95637.1619724,253705.43524,285828.127879
111000,95652.0075182,253717.740513,285846.543872
111300,95666.853064,253730.045786,285864.959865
111600,95682.5549019,253743.116558,285884.279432
111900,95698.5247834,253756.426952,285903.881844
112200,95714.494665,253769.737347,285923.484256
112500,95731.0958353,253783.677982,285942.455032
112800,95747.7096898,253797.631279,285961.413116
113100,95764.3792022,253811.646869,285980.189024
113400,95781.279044,253825.935056,285997.944539
113700,95798.190671,253840.286851,286014.772698
114000,95815.0949026,253854.687862,286030.659615
114300,95831.9679441,253869.1324,286045.419715
114600,95848.7967436,253883.604777,286059.18638
114900,95865.5649804,253898.096373,286071.956819
115200,95882.2736637,253912.599957,286083.901314
115500,95898.9173143,253927.112804,286095.046367
115800,95915.4761903,253941.633837,286105.285995
116100,95932.0023414,253956.157689,286115.189083
116400,95948.4433394,253970.687607,286124.310195
116700,95964.8244379,253985.22179,286132.881239
117000,95981.1256085,253999.760552,286140.827418
117300,95997.3509236,254014.303659,286148.18057
117600,96013.5049321,254028.850311,286155.059594
117900,96029.5678522,254043.401491,286161.332956
118200,96045.5580983,254057.955922,286167.194966
118500,96061.4219743,254072.516004,286172.34169
118800,96077.2858504,254087.076087,286177.488414
119100,96093.0409761,254101.640513,286182.106676
119400,96108.6881804,254116.20925,286186.200503
119700,96124.3058307,254130.77905,286190.159339
120000,96139.7524092,254145.355007,286193.336787
120300,96155.1989877,254159.930964,286196.514236
120600,96170.5360156,254174.510563,286199.185056
120900,96185.7679064,254189.093489,286201.325355
121200,96200.9115217,254203.678957,286203.538592
121500,96215.963477,254218.266538,286206.038097
121800,96230.919154,254232.856059,286208.062473
122100,96245.7933071,254247.44709,286209.651982
122400,96260.5644269,254262.039819,286210.71908
122700,96275.2414065,254276.633824,286211.431158
123000,96289.8289346,254291.228761,286211.94575
123300,96304.3209102,254305.824361,286212.330157
123600,96318.7162204,254320.420256,286212.587916
123900,96333.0137594,254335.016061,286212.699774
124200,96347.1984918,254349.611167,286212.646906
124500,96361.3068359,254364.205502,286212.487212
124800,96375.3067445,254378.798457,286212.178404
125100,96389.1870278,254393.389153,286211.700868
125400,96402.9799828,254407.977782,286211.092705
125700,96416.6823075,254422.564023,286210.341914
126000,96430.1724702,254437.14289,286209.164142
126300,96443.6626328,254451.721757,286207.98637
126600,96457.0679429,254466.296561,286206.556046
126900,96470.2572386,254480.861022,286204.482782
127200,96483.4465343,254495.425484,286202.409518
127500,96496.4725571,254509.979171,286199.676144
127800,96509.3508907,254524.523112,286196.345666
128100,96522.2292243,254539.067054,286193.015187
128400,96534.8601955,254553.589504,286188.735745
128700,96547.4164793,254568.105467,286184.169777
129000,96559.9690494,254582.621022,286179.599219
129300,96572.1912988,254597.10043,286174.620473
129600,96584.4135481,254611.579837,286169.641727
129900,96596.5418682,254626.046811,286164.949251
130200,96608.3945332,254640.477296,286161.096898
130500,96620.2471981,254654.907781,286157.244544
130800,96632.0457635,254669.32999,286153.703968
131100,96643.4924166,254683.698364,286152.191477
131400,96654.9390696,254698.066739,286150.678986
131700,96666.3805705,254712.434238,286149.195219
132000,96677.4098447,254726.731605,286150.009706
132300,96688.4391188,254741.028972,286150.824194
132600,96699.4683929,254755.32634,286151.638682
132900,96710.1182059,254769.553941,286153.702785
133200,96720.7218087,254783.773047,286155.919065
133500,96731.3254115,254797.992153,286158.135345
133800,96741.6249719,254812.151899,286160.713445
134100,96751.8339909,254826.293967,286163.399293
134400,96761.9776795,254840.422636,286166.092939
134700,96771.8261435,254854.49075,286168.821822
135000,96781.6746076,254868.558864,286171.550705
135300,96791.3088258,254882.581131,286174.20976
135600,96800.7952955,254896.571782,286176.82066
135900,96810.2808579,254910.562232,286179.430948
136200,96819.4048475,254924.472159,286181.797448
136500,96828.528837,254938.382087,286184.163949
136800,96837.5031158,254952.257296,286186.381689
137100,96846.2647477,254966.083192,286188.388132
137400,96855.0263796,254979.909087,286190.394576
137700,96863.4411773,254993.650506,286192.00207
138000,96871.781798,255007.373858,286193.524241
138300,96880.1224187,255021.09721,286195.046413
138600,96888.291751,255034.776471,286196.379361
138900,96896.1912086,255048.386265,286197.414176
139200,96904.0906662,255061.99606,286198.448991
139500,96911.7616613,255075.543648,286199.284742
139800,96919.1998028,255089.027834,286199.917604
140100,96926.6379443,255102.51202,286200.550466
140400,96933.8723534,255115.939178,286201.045776
140700,96940.9868324,255129.332102,286201.482224
141000,96947.9622135,255142.684927,286201.868813
141300,96954.8204782,255156.003736,286202.225403
141600,96961.5653548,255169.289173,286202.296489
141900,96968.174338,255182.53225,286201.977654
142200,96974.6459387,255195.732141,286201.851516
142500,96980.9830072,255208.890075,286201.818744
142800,96987.1993443,255222.010517,286201.817604
143100,96993.2742723,255235.087173,286201.825267
143400,96999.2062196,255248.119854,286201.849881
143700,97005.0557645,255261.127429,286201.895853
144000,97010.7529877,255274.089293,286201.983201
144300,97016.3348032,255287.017694,286202.083581
144600,97021.8218386,255299.919084,286202.183237
144900,97027.195429,255312.788765,286202.266956
145200,97032.4360536,255325.622394,286202.300065
145500,97037.6114174,255338.438587,286202.299748
145800,97042.6590385,255351.22109,286202.233449
146100,97047.6040897,255363.977132,286202.127534
146400,97052.4483001,255376.707724,286201.981863
146700,97057.203105,255389.416168,286201.800151
147000,97061.8575718,255402.100173,286201.578179
147300,97066.3976064,255414.756865,286201.310824
147600,97070.9041919,255427.405609,286201.030182
147900,97075.291189,255440.0283,286200.839684
148200,97079.6040333,255452.641421,286200.725736
148500,97083.8540256,255465.251084,286200.664815
148800,97088.0434121,255477.862888,286200.65665
149100,97092.1796122,255490.481194,286200.69908
149400,97096.2694106,255503.109384,286200.791632
149700,97100.3087335,255515.754376,286200.948256
150000,97104.325344,255528.408441,286201.136161
150300,97108.2884223,255541.088056,286201.40489
150600,97112.2242436,255553.784612,286201.720461
150900,97116.1357979,255566.496252,286202.077736
151200,97120.0017938,255579.24338,286202.522546
151500,97123.8443426,255592.013136,286203.017284
151800,97127.6583188,255604.810612,286203.573027
152100,97131.4657612,255617.616321,286204.144767
152400,97135.2268369,255630.480459,286204.830037
152700,97138.9879126,255643.344597,286205.515307
153000,97142.7136721,255656.267895,286206.300695
153300,97146.4307633,255669.205714,286207.110658
153600,97150.1360698,255682.168244,286207.958249
153900,97153.8197693,255695.178814,286208.876141
154200,97157.4887302,255708.22733,286209.844304
154500,97161.1457316,255721.309088,286210.853748
154800,97164.7890244,255734.429887,286211.908789
155100,97168.4188105,255747.587462,286213.002961
155400,97172.0343341,255760.78072,286214.130538
155700,97175.6337575,255774.010457,286215.286502
156000,97179.2183829,255787.271079,286216.461927
156300,97182.7848888,255800.566956,286217.654626
156600,97186.3334416,255813.895728,286218.859278
156900,97189.8614371,255827.259831,286220.072204
157200,97193.3730949,255840.650671,286221.288922
157500,97196.8678229,255854.068629,286222.508407
157800,97200.3396801,255867.521506,286223.728454
158100,97203.7893274,255881.00611,286224.94513
158400,97207.2150611,255894.523508,286226.154526
158700,97210.622308,255908.065725,286227.356523
159000,97214.0081666,255921.636393,286228.548876
159300,97217.3723257,255935.23566,286229.73032
159600,97220.7076801,255948.872319,286230.895676
159900,97224.0282614,255962.528051,286232.052531
160200,97227.3309645,255976.206508,286233.198705
160500,97230.6119008,255989.912631,286234.331872
160800,97233.8636786,256003.654619,286235.446839
161100,97237.0930594,256017.423031,286236.547754
161400,97240.2996411,256031.21732,286237.634436
161700,97243.4829318,256045.036939,286238.706315
162000,97246.6424228,256058.881342,286239.762457
162300,97249.7776847,256072.749908,286240.801681
162600,97252.8881771,256086.642062,286241.822538
162900,97255.9686856,256100.561204,286242.819928
163200,97259.0228341,256114.502822,286243.796045
163500,97262.0506008,256128.466001,286244.750567
163800,97265.0422748,256142.456572,286245.675078
164100,97268.0098206,256156.464985,286246.579431
164400,97270.9696616,256170.478728,286247.477312
164700,97273.8680623,256184.534963,286248.323584
165000,97276.7664629,256198.591199,286249.169856
165300,97279.6148045,256212.678782,286249.974085
165600,97282.4420425,256226.779581,286250.760591
165900,97285.2477277,256240.892594,286251.529112
166200,97288.00202,256255.034735,286252.25475
166500,97290.7563123,256269.176875,286252.980387
166800,97293.4334397,256283.357873,286253.642638
167100,97296.1007837,256297.543798,286254.296853
167400,97298.7681276,256311.729723,286254.951067
167700,97301.3661636,256325.947157,286255.549958
168000,97303.9327934,256340.178868,286256.123779
168300,97306.4994232,256354.41058,286256.6976
168600,97309.0338236,256368.656122,286257.246196
168900,97311.5182406,256382.92235,286257.756253
169200,97313.9741916,256397.199349,286258.24519
169500,97316.3938279,256411.489343,286258.728857
169800,97318.7785099,256425.789722,286259.219423
170100,97321.1311034,256440.098097,286259.697613
170400,97323.4504814,256454.413796,286260.155937
170700,97325.7283027,256468.737506,286260.584035
171000,97327.9792045,256483.065946,286260.99144
171300,97330.186737,256497.401583,286261.366124
171600,97332.3705861,256511.74101,286261.723217
171900,97334.5143774,256526.086588,286262.051519
172200,97336.6236041,256540.437323,286262.35633
172500,97338.6937996,256554.793835,286262.636169
172800,97340.7329497,256569.15494,286262.897138
173100,97342.741865,256583.520494,286263.140453
173400,97344.7187579,256597.890746,286263.365865
173700,97346.6641152,256612.265608,286263.574495
174000,97348.5695495,256626.646221,286263.763431
174300,97350.4550271,256641.029649,286263.943089
174600,97352.3091566,256655.417484,286264.108299
174900,97354.1256165,256669.810411,286264.257437
175200,97355.9205789,256684.206157,286264.39777
175500,97357.6818074,256698.606225,286264.524711
175800,97359.399453,256713.01145,286264.63538
176100,97361.1010866,256727.418569,286264.740069
176400,97362.786507,256741.827386,286264.83903
176700,97364.4157619,256756.24208,286264.918145
177000,97366.0450167,256770.656774,286264.997259
177300,97367.62318,256785.075608,286265.057729
177600,97369.1811467,256799.496077,286265.110828
177900,97370.724024,256813.917095,286265.157033
178200,97372.2099224,256828.340182,286265.17721
178500,97373.6958207,256842.763269,286265.197388
178800,97375.1264508,256857.18275,286265.176713
179100,97376.5336265,256871.600701,286265.138703
179400,97377.9154147,256886.010711,286265.06365
179700,97379.1922295,256900.387886,286264.835433
180000,97380.4690444,256914.765061,286264.607216
180300,97381.7458593,256929.142236,286264.378999
180600,97382.7879367,256943.384622,286263.631552
180900,97383.8019849,256957.610913,286262.822105
181200,97384.696848,256971.752585,286261.702231
181500,97385.2617655,256985.660002,286259.722988
181800,97385.7267314,256999.491381,286257.46918
182100,97385.6917065,257012.942395,286253.841907
182400,97385.1561033,257026.000138,286248.817045
182700,97383.9346088,257038.51153,286241.885118
183000,97381.9081457,257050.3729,286232.74498
183300,97378.9716562,257061.490201,286221.165179
183600,97375.0974332,257071.831321,286207.145319
183900,97370.1550175,257081.272978,286190.483715
184200,97364.3001935,257089.92725,286171.745926
184500,97357.6371345,257097.863514,286151.361886
184800,97350.1101188,257104.983024,286129.646673
185100,97342.4285507,257111.952951,286107.722613
185400,97334.0243766,257118.185954,286085.129511
185700,97325.3730219,257124.117718,286062.691007
186000,97316.5356061,257129.799081,286040.540957
186300,97307.5566053,257135.250517,286018.896977
186600,97298.5128894,257140.494591,285998.195812
186900,97289.4808846,257145.627688,285978.337666
187200,97280.4624103,257150.685982,285959.088912
187500,97271.5590449,257155.665432,285941.192817
187800,97262.692751,257160.623775,285923.702386
188100,97254.058184,257165.563787,285907.952855
188400,97245.5092176,257170.518488,285892.699754
188700,97237.1965014,257175.51373,285878.816757
189000,97229.0848732,257180.572877,285865.909345
189300,97221.1724759,257185.695338,285853.968509
189600,97213.7079419,257191.007615,285843.902352
189900,97206.4018505,257196.387044,285834.499408
190200,97199.1258544,257201.781621,285825.207115
190500,97192.6663556,257207.587188,285818.916807
190800,97186.2068567,257213.392754,285812.626499
