second,cLeaf,cStem,cFruit
1709700,97183.3349471,276816.829057,286116.664788
1710000,97182.028965,276826.468392,286104.363405
1710300,97177.6212737,276833.654076,286082.624806
1710600,97170.0543856,276838.299692,286051.686606
1710900,97160.1399229,276841.032658,286014.229645
1711200,97147.5483361,276841.539513,285969.901662
1711500,97132.9790519,276840.329578,285921.366416
1711800,97117.196235,276837.995307,285871.023479
1712100,97100.5743274,276834.819757,285820.049167
1712400,97083.3323697,276830.951597,285769.223304
1712700,97065.7389609,276826.635982,285718.917523
1713000,97047.8794761,276821.925134,285669.433572
1713300,97029.8405385,276816.86205,285621.109162
1713600,97011.712787,276811.516763,285574.069601
1713900,96993.5554505,276805.965997,285528.167846
1714200,96975.4076228,276800.224139,285483.518942
1714500,96957.2823002,276794.352736,285439.802209
1714800,96939.232703,276788.304719,285397.5744
1715100,96921.2184093,276782.188185,285355.950601
1715400,96903.3346859,276775.905407,285315.992271
1715700,96885.5223132,276769.56201,285276.73667
1716000,96867.8131042,276763.130965,285238.497126
1716300,96850.2758152,276756.598066,285201.622623
1716600,96832.8031362,276750.026889,285165.261122
1716900,96815.4303025,276743.407784,285129.60362
1717200,96798.2208144,276736.710269,285095.097853
1717500,96781.1110352,276729.974723,285061.213949
1717800,96764.1197514,276723.193982,285028.069076
1718100,96747.3157479,276716.353805,284995.983768
1718400,96730.6107758,276709.485626,284964.425028
1718700,96714.0054015,276702.589496,284933.393783
1719000,96697.591209,276695.645354,284903.317298
1719300,96681.289176,276688.675852,284873.771346
1719600,96665.0941833,276681.68216,284844.731568
1719900,96649.0385064,276674.660506,284816.311741
1720200,96633.0870315,276667.617938,284788.355609
1720500,96617.2865427,276660.548447,284761.032179
1720800,96601.5732983,276653.4634,284734.074343
1721100,96586.0038259,276646.355177,284707.689139
1721400,96570.5311369,276639.231766,284681.684146
1721700,96555.2011362,276632.087093,284656.225243
1722000,96539.9899454,276624.925911,284631.205608
1722300,96524.8637597,276617.753199,284606.49652
1722600,96509.8754147,276610.562592,284582.280495
1722900,96494.9993689,276603.358338,284558.453738
1723200,96480.215277,276596.14332,284534.939708
1723500,96465.6140338,276588.908002,284512.031394
1723800,96451.0127906,276581.672684,284489.123081
1724100,96436.4992647,276574.427865,284466.50276
1724400,96422.1319887,276567.167674,284444.356257
1724700,96408.0765015,276560.054999,284423.248354
1725000,96394.6786681,276553.367475,284404.358866
1725300,96382.056821,276547.211949,284388.083977
1725600,96370.4763614,276541.795001,284375.312539
1725900,96360.1136236,276537.261395,284366.628409
1726200,96351.1369322,276533.748533,284362.57804
1726500,96343.5569795,276531.274831,284363.164573
1726800,96337.3303375,276529.814414,284368.202978
1727100,96332.3848558,276529.319739,284377.417686
1727400,96328.6782039,276529.764714,284390.613806
1727700,96326.0973925,276531.069039,284407.349805
1728000,96324.5079493,276533.134575,284427.147224
1728300,96323.7988769,276535.879998,284449.597747
1728600,96323.8047782,276539.181067,284474.118282
1728900,96324.3920805,276542.937269,284500.223393
1729200,96325.437407,276547.055205,284527.470521
1729500,96326.8400065,276551.458403,284555.498583
1729800,96328.5497323,276556.110658,284584.061728
1730100,96330.4690964,276560.936026,284612.880436
1730400,96332.5666554,276565.911788,284641.802219
1730700,96334.8011828,276571.006405,284670.68889
1731000,96337.1483583,276576.202273,284699.423679
1731300,96339.578848,276581.476206,284727.933412
1731600,96342.0839353,276586.824175,284756.092421
1731900,96344.6379094,276592.224562,284783.879359
1732200,96347.2282051,276597.667558,284811.255725
1732500,96349.8457574,276603.146529,284838.177584
1732800,96352.4838514,276608.658015,284864.559555
1733100,96355.1341547,276614.195548,284890.375143
1733400,96357.7899471,276619.749584,284915.760963
1733700,96360.4479366,276625.322697,284940.518778
1734000,96363.103509,276630.910634,284964.658088
1734300,96365.7540219,276636.508945,284988.257951
1734600,96368.3963914,276642.117005,285011.243678
1734900,96371.0282447,276647.732935,285033.609124
1735200,96373.6489162,276653.354606,285055.411555
1735500,96376.2565908,276658.981232,285076.623215
1735800,96378.8501488,276664.61183,285097.245837
1736100,96381.427562,276670.245837,285117.237425
1736400,96383.9893841,276675.882269,285136.651923
1736700,96386.5346244,276681.520605,285155.477142
1737000,96389.0630424,276687.160235,285173.727392
1737300,96391.5745054,276692.800529,285191.421795
1737600,96394.0664387,276698.440824,285208.505331
1737900,96396.5419066,276704.08053,285225.097424
1738200,96398.9968105,276709.718705,285241.108712
1738500,96401.4310191,276715.354441,285256.573451
1738800,96403.8441717,276720.986887,285271.51794
1739100,96406.2343892,276726.615189,285285.923856
1739400,96408.6016552,276732.239026,285299.811882
1739700,96410.9459569,276737.858405,285313.192493
1740000,96413.2677062,276743.473685,285326.077404
1740300,96415.567568,276749.085494,285338.477598
1740600,96417.8472075,276754.694692,285350.423247
1740900,96420.1070169,276760.302002,285361.915327
1741200,96422.3471947,276765.908157,285372.951134
1741500,96424.5696073,276771.513672,285383.574224
1741800,96426.7721957,276777.117595,285393.768886
1742100,96428.954395,276782.719273,285403.54954
1742400,96431.1175085,276788.319432,285412.94065
1742700,96433.2622453,276793.919318,285421.942758
1743000,96435.3910103,276799.519951,285430.596985
1743300,96437.5041985,276805.121878,285438.908496
1743600,96439.6023695,276810.725263,285446.8919
1743900,96441.6854658,276816.330032,285454.554284
1744200,96443.753094,276821.936025,285461.899669
1744500,96445.8048879,276827.5431,285468.934485
1744800,96447.8417536,276833.151119,285475.687648
1745100,96449.8622149,276838.760135,285482.143667
1745400,96451.8679075,276844.370014,285488.34128
1745700,96453.8581525,276849.980739,285494.277759
1746000,96455.8329588,276855.592237,285499.962186
1746300,96457.7923348,276861.20444,285505.403349
1746600,96459.7356605,276866.817335,285510.601141
1746900,96461.6605327,276872.431026,285515.531358
1747200,96463.5676739,276878.045503,285520.21462
1747500,96465.4600057,276883.660648,285524.699705
1747800,96467.3355436,276889.276559,285528.968832
1748100,96469.2045505,276894.892769,285533.154698
1748400,96471.05495,276900.509842,285537.113644
1748700,96472.8958431,276906.127356,285540.956657
1749000,96474.7181198,276911.745756,285544.586636
1749300,96476.5301681,276917.364642,285548.099569
1749600,96478.3240918,276922.984423,285551.418801
1749900,96480.1073225,276928.604732,285554.623755
1750200,96481.8704603,276934.226082,285557.629111
1750500,96483.6208854,276939.848091,285560.508183
1750800,96485.3713105,276945.470099,285563.387255
1751100,96487.0861408,276951.094065,285565.943211
1751400,96488.8000817,276956.71808,285568.491094
1751700,96490.5019365,276962.342799,285570.939847
1752000,96492.1801993,276967.968895,285573.195103
1752300,96493.8584622,276973.59499,285575.45036
1752600,96495.512194,276979.222571,285577.523875
1752900,96497.155507,276984.850783,285579.520201
1753200,96498.7968829,276990.479154,285581.503318
1753500,96500.4104074,276996.10981,285583.296507
1753800,96502.023533,277001.740547,285585.087042
1754100,96503.6144889,277007.375743,285586.730102
1754400,96505.2054448,277013.010939,285588.373162
1754700,96506.7830689,277018.651904,285589.925487
1755000,96508.3548021,277024.298576,285591.433136
1755300,96509.9217045,277029.952136,285592.902245
1755600,96511.4847608,277035.613024,285594.339272
1755900,96513.0448885,277041.282284,285595.748597
1756200,96514.6036674,277046.960479,285597.13834
1756500,96516.1627214,277052.649104,285598.514585
1756800,96517.7236263,277058.349195,285599.883019
1757100,96519.2883407,277064.062385,285601.249848
1757400,96520.8601131,277069.790486,285602.626874
1757700,96522.4450671,277075.538368,285604.034181
1758000,96524.0562445,277081.317697,285605.511932
1758300,96525.7043975,277087.135892,285607.094499
1758600,96527.3988833,277093.000052,285608.809723
1758900,96529.1625501,277098.930126,285610.722691
1759200,96531.0126057,277104.939832,285612.88261
1759500,96532.968926,277111.045369,285615.349745
1759800,96535.0500056,277117.261671,285618.180685
1760100,96537.280212,277123.608875,285621.44598
1760400,96539.6882657,277130.110854,285625.223551
1760700,96542.2951642,277136.784524,285629.567334
1761000,96545.1402354,277143.661742,285634.590365
1761300,96548.3211214,277150.822352,285640.582103
1761600,96551.8893865,277158.306692,285647.700594
1761900,96555.9877886,277166.231904,285656.3585
1762200,96560.6159882,277174.597206,285666.538009
1762500,96565.9531913,277183.553033,285678.708645
1762800,96571.9258122,277193.041458,285692.601787
1763100,96578.5936673,277203.120371,285708.261473
1763400,96585.8015322,277213.66607,285725.178934
1763700,96593.511197,277224.654528,285743.144235
1764000,96601.6381426,277236.02327,285761.822582
1764300,96610.1005522,277247.718057,285780.820783
1764600,96618.8334456,277259.712447,285799.634647
1764900,96627.5663391,277271.706836,285818.44851
1765200,96636.5009152,277283.99076,285836.379783
1765500,96645.4597203,277296.309466,285854.205027
1765800,96654.4236617,277308.725205,285871.038455
1766100,96663.3908964,277321.203157,285887.235962
1766400,96672.3226182,277333.703805,285902.827945
1766700,96681.1808824,277346.251402,285917.167409
1767000,96690.0317341,277358.800357,285931.423618
1767300,96698.7154475,277371.37996,285943.802537
1767600,96707.3991608,277383.959563,285956.181457
1767900,96716.0065593,277396.546825,285967.849574
1768200,96724.4849278,277409.147036,285978.315893
1768500,96732.9632964,277421.747247,285988.782213
1768800,96741.2950892,277434.359247,285998.087789
1769100,96749.5643085,277446.976279,286006.897841
1769400,96757.8272657,277459.593794,286015.665612
1769700,96765.8877153,277472.226929,286023.066084
1770000,96773.948165,277484.860063,286030.466557
1770300,96781.9231472,277497.499585,286037.39269
1770600,96789.7456397,277510.150501,286043.472513
1770900,96797.5681321,277522.801417,286049.552336
1771200,96805.3906245,277535.452334,286055.632159
1771500,96813.0179943,277548.118031,286060.755534
1771800,96820.6260333,277560.785193,286065.784155
1772100,96828.1023527,277573.46121,286070.291697
1772400,96835.5476522,277586.139312,286074.676526
1772700,96842.8950197,277598.822968,286078.713317
1773000,96850.1819266,277611.509878,286082.540565
1773300,96857.3722454,277624.200822,286086.061634
1773600,96864.4801614,277636.89401,286089.339503
1773900,96871.5070675,277649.588609,286092.390343
1774200,96878.4489783,277662.284159,286095.218199
1774500,96885.3127376,277674.980415,286097.855157
1774800,96892.0970358,277687.677392,286100.310573
1775100,96898.7899415,277700.37526,286102.572292
1775400,96905.4148659,277713.073781,286104.698874
1775700,96911.9610722,277725.772998,286106.677237
1776000,96918.4180042,277738.472875,286108.499011
1776300,96924.8004252,277751.173213,286110.198965
1776600,96931.0924841,277763.874049,286111.761672
1776900,96937.3205258,277776.575218,286113.23401
1777200,96943.4789004,277789.27674,286114.611688
1777500,96949.5438986,277801.978718,286115.872132
1777800,96955.5315644,277814.681041,286117.043568
1778100,96961.4510814,277827.38363,286118.140652
1778400,96967.3008747,277840.086451,286119.165149
1778700,96973.047993,277852.789493,286120.090268
1779000,96978.7484375,277865.49255,286120.974483
1779300,96984.3644979,277878.195637,286121.784744
1779600,96989.9030939,277890.898585,286122.533879
1779900,96995.3895003,277903.601438,286123.241834
1780200,97000.7683414,277916.303846,286123.872985
1780500,97006.1163487,277929.006101,286124.482778
1780800,97011.3477102,277941.707581,286125.016824
1781100,97016.5310798,277954.408569,286125.523289
1781400,97021.6131601,277967.108521,286125.971542
1781700,97026.6952403,277979.808473,286126.419795
1782000,97031.6273767,277992.506453,286126.789429
1782300,97036.5380036,278005.204151,286127.147785
1782600,97041.3765239,278017.900613,286127.472049
1782900,97046.1185216,278030.595422,286127.750679
1783200,97050.8605193,278043.290231,286128.029308
1783500,97055.4399682,278055.981521,286128.238043
1783800,97060.0162121,278068.672742,286128.445399
1784100,97064.508136,278081.361764,286128.619808
1784400,97068.9263954,278094.048865,286128.765434
1784700,97073.3124909,278106.73501,286128.899744
1785000,97077.5937208,278119.418037,286128.997158
1785300,97081.8329039,278132.099687,286129.081723
1785600,97085.9929671,278144.778748,286129.142107
1785900,97090.1171695,278157.4566,286129.192246
1786200,97094.1583819,278170.131589,286129.220195
1786500,97098.1361454,278182.804308,286129.231595
1786800,97102.0522799,278195.474676,286129.224184
1787100,97105.9075357,278208.142712,286129.213277
1787400,97109.7042236,278220.809412,286129.222243
1787700,97113.445905,278233.47652,286129.250112
1788000,97117.1354277,278246.145523,286129.294443
1788300,97120.7734615,278258.817602,286129.357904
1788600,97124.3658089,278271.4932,286129.441242
1788900,97127.9120071,278284.172949,286129.546998
1789200,97131.4119626,278296.857318,286129.676856
1789500,97134.8636943,278309.546392,286129.833889
1789800,97138.2697648,278322.238413,286130.004324
1790100,97141.6261862,278334.932046,286130.171219
1790400,97144.9360688,278347.626055,286130.323446
1790700,97148.1931337,278360.319438,286130.449434
1791000,97151.4001862,278373.01134,286130.543056
1791300,97154.5543374,278385.700823,286130.596527
1791600,97157.6538443,278398.386938,286130.608149
1791900,97160.7001774,278411.069028,286130.588262
1792200,97163.6909529,278423.745952,286130.544869
1792500,97166.6267457,278436.415886,286130.475007
1792800,97169.4994144,278449.073085,286130.353159
1793100,97172.2913082,278461.703253,286130.118306
1793400,97174.9744015,278474.280558,286129.665219
1793700,97177.4354072,278486.7188,286128.645705
1794000,97179.4172033,278498.81327,286126.237376
1794300,97180.5417212,278510.257991,286121.222032
1794600,97180.0687324,278520.463315,286111.283883
1794900,97177.1377573,278528.734226,286093.810284
1795200,97171.1195629,278534.54663,286067.092148
1795500,97161.8454348,278537.724847,286031.117285
1795800,97150.0864186,278538.848195,285988.64713
1796100,97136.2736795,278538.222753,285941.433973
1796400,97121.0006213,278536.291457,285891.577544
1796700,97104.671488,278533.335444,285840.653252
1797000,97087.6914075,278529.670817,285789.772381
1797300,97070.2572281,278525.445903,285739.43734
1797600,97052.5695118,278520.859678,285689.76358
1797900,97034.6757476,278515.943631,285640.890247
1798200,97016.6133709,278510.631069,285593.525378
1798500,96998.5116914,278505.121073,285547.187862
1798800,96980.3907703,278499.432488,285501.87062
1799100,96962.279037,278493.562128,285457.752369
1799400,96944.2514807,278487.451039,285415.57001
1799700,96926.233975,278481.311206,285373.618795
1800000,96908.3190765,278475.048737,285332.928464
1800300,96890.5139634,278468.655052,285293.587227
1800600,96872.7284737,278462.247675,285254.418767
1800900,96855.1926653,278455.666099,285217.448683
1801200,96837.656857,278449.084522,285180.478598
1801500,96820.3165443,278442.405915,285144.916813
1801800,96803.0757648,278435.677908,285110.07204
1802100,96785.9121984,278428.920259,285075.707441
1802400,96768.9773375,278422.074812,285042.765119
1802700,96752.0424766,278415.229364,285009.822798
1803000,96735.3991135,278408.294675,284978.482451
1803300,96718.8103827,278401.34326,284947.442346
1803600,96702.2216519,278394.391845,284916.40224
1803900,96685.9563769,278387.361443,284886.944498
1804200,96669.748927,278380.31692,284857.76964
1804500,96653.5414772,278373.272398,284828.594782
1804800,96637.6521564,278366.1643,284800.825495
1805100,96621.8169979,278359.045379,284773.295509
1805400,96605.9818393,278351.926457,284745.765523
1805700,96590.4560297,278344.755172,284719.490608
1806000,96574.9802893,278337.575411,284693.418831
1806300,96559.5045489,278330.395651,284667.347054
1806600,96544.327779,278323.172083,284642.402081
1806900,96529.1969233,278315.941787,284617.630157
1807200,96514.0660677,278308.711491,284592.858233
1807500,96499.2060784,278301.446406,284569.043137
1807800,96484.3854765,278294.176263,284545.367175
1808100,96469.6285816,278286.898816,284521.904161
1808400,96455.0869421,278279.596693,284499.160662
1808700,96440.5453026,278272.29457,284476.417164
1809000,96426.1600968,278264.976137,284454.173526
1809300,96411.8864635,278257.646072,284432.286403
1809600,96397.6128302,278250.316007,284410.39928
1809900,96383.5805624,278242.962988,284389.251312
1810200,96369.5639696,278235.60848,284368.151347
1810500,96355.5972795,278228.249524,284347.199694
1810800,96341.7713187,278220.87806,284326.665677
1811100,96328.2168755,278213.63068,284307.011937
1811400,96315.1652647,278206.701143,284289.033612
1811700,96302.7928617,278200.228535,284273.324472
1812000,96291.2888712,278194.365951,284260.512349
1812300,96280.8352349,278189.261722,284251.198291
1812600,96271.5447909,278185.01145,284245.753529
1812900,96263.5280278,278181.707369,284244.53647
1813200,96256.876122,278179.427828,284247.83943
1813500,96251.6667585,278178.239969,284255.894412
1813800,96247.7800059,278178.059218,284268.267253
1814100,96245.1193338,278178.816831,284284.594179
1814400,96243.5690215,278180.428509,284304.442182
1814700,96242.9912329,278182.792342,284327.302408
1815000,96243.2093832,278185.775564,284352.544258
1815300,96244.0687276,278189.261308,284379.610279
1815600,96245.4283509,278193.142763,284407.99696
1815900,96247.2146497,278197.365751,284437.393779
1816200,96249.2894948,278201.8229,284467.380856
1816500,96251.6292336,278206.498601,284497.80422
1816800,96254.1759724,278211.349239,284528.44458
1817100,96256.8741655,278216.331803,284559.124402
1817400,96259.6916848,278221.422009,284589.721249
1817700,96262.6189955,278226.616565,284620.076047
1818000,96265.5920312,278231.855705,284650.294707
1818300,96268.645723,278237.181993,284680.005019
1818600,96271.7215215,278242.534741,284709.493999
1818900,96274.8397609,278247.942672,284738.418316
1819200,96277.9741366,278253.37885,284766.894173
1819500,96281.121892,278258.838448,284794.998185
1819800,96284.2807456,278264.33205,284822.322015
1820100,96287.4412847,278269.83654,284849.341842
1820400,96290.6023233,278275.36441,284875.618302
1820700,96293.7579041,278280.906196,284901.28521
1821000,96296.9087981,278286.459933,284926.428687
1821300,96300.0524523,278292.020367,284951.145483
1821600,96303.1807776,278297.59498,284974.958888
1821900,96306.3070589,278303.170584,284998.681135
1822200,96309.41131,278308.756413,285021.436422
1822500,96312.5005686,278314.347118,285043.604703
1822800,96315.5721607,278319.94196,285065.137005
1823100,96318.6259613,278325.53993,285086.066681
1823400,96321.6617445,278331.140409,285106.411272
1823700,96324.6782657,278336.743001,285126.152735
1824000,96327.6739311,278342.347301,285145.2646
1824300,96330.6486679,278347.952793,285163.766989
1824600,96333.6032999,278353.559095,285181.699361
1824900,96336.5357451,278359.165875,285199.024085
1825200,96339.4507317,278364.772881,285215.88005
1825500,96342.3456969,278370.380019,285232.206464
1825800,96345.2128403,278375.987005,285247.821513
1826100,96348.0620917,278381.593689,285262.993414
1826400,96350.8932401,278387.199986,285277.722562
1826700,96353.6944969,278392.805216,285291.749485
1827000,96356.4793847,278398.409696,285305.404613
1827300,96359.2419093,278404.013087,285318.55809
1827600,96361.9836332,278409.615349,285331.256806
1827900,96364.6977473,278415.216022,285343.36912
1828200,96367.3909632,278420.815499,285355.049057
1828500,96370.0611922,278426.413771,285366.262484
1828800,96372.7151042,278432.01122,285377.147471
1829100,96375.3445056,278437.607643,285387.547083
1829400,96377.9540583,278443.203418,285397.558619
1829700,96380.5451718,278448.798758,285407.213733
1830000,96383.1127123,278454.393867,285416.41936
1830300,96385.6599162,278459.98915,285425.24338
1830600,96388.1898932,278465.584819,285433.747899
1830900,96390.7034383,278471.181022,285441.950351
1831200,96393.1954059,278476.778281,285449.762154
1831500,96395.6686821,278482.376808,285457.243006
1831800,96398.1265042,278487.976542,285464.455021
1832100,96400.5687477,278493.577603,285471.400111
1832400,96402.9871825,278499.180948,285477.950788
1832700,96405.3987527,278504.784975,285484.389517
1833000,96407.7881245,278510.39129,285490.474062
1833300,96410.1606319,278515.999453,285496.30238
1833600,96412.5180504,278521.6093,285501.908331
1833900,96414.8574383,278527.221127,285507.259805
1834200,96417.1820913,278532.834474,285512.412053
1834500,96419.4895527,278538.449488,285517.339253
1834800,96421.7815862,278544.065893,285522.07192
1835100,96424.055549,278549.683746,285526.586149
1835400,96426.3141607,278555.302551,285530.922872
1835700,96428.5567746,278560.921898,285535.083109
1836000,96430.7833643,278566.541166,285539.076364
1836300,96432.9926164,278572.15953,285542.900832
1836600,96435.1828416,278577.775891,285546.554365
1836900,96437.3534842,278583.389239,285550.045405
1837200,96439.5020601,278588.998451,285553.364643
1837500,96441.6295568,278594.603567,285556.523819
1837800,96443.7353966,278600.204965,285559.515455
1838100,96445.8214538,278605.80426,285562.349225
1838400,96447.8905053,278611.403513,285565.046473
1838700,96449.943967,278617.00388,285567.623754
1839000,96451.982811,278622.605927,285570.094018
1839300,96454.0070641,278628.209704,285572.460254
1839600,96456.0164671,278633.814867,285574.722892
1839900,96458.0096694,278639.421143,285576.876222
1840200,96459.9888304,278645.028326,285578.938281
1840500,96461.9542113,278650.63658,285580.913628
1840800,96463.9035387,278656.246772,285582.791731
1841100,96465.8406909,278661.859295,285584.597853
1841400,96467.7662181,278667.474991,285586.335242
1841700,96469.6801099,278673.095221,285588.002822
1842000,96471.5850037,278678.720463,285589.615238
1842300,96473.482193,278684.351699,285591.179203
1842600,96475.3730428,278689.989985,285592.701645
1842900,96477.2578548,278695.63938,285594.180051
1843200,96479.1416177,278701.298001,285595.641529
1843500,96481.0262323,278706.967316,285597.092736
1843800,96482.9223105,278712.66118,285598.56337
1844100,96484.8498542,278718.392085,285600.124193
1844400,96486.8156888,278724.163216,285601.799403
1844700,96488.8530581,278730.004165,285603.693402
1845000,96491.0232621,278735.965545,285605.995803
1845300,96493.2881375,278742.010968,285608.586422
1845600,96495.7240206,278748.206688,285611.695252
1845900,96498.3759247,278754.589922,285615.441949
1846200,96501.1716473,278761.097869,285619.606792
1846500,96504.2414766,278767.843223,285624.553536
1846800,96507.5519258,278774.797682,285630.158937
1847100,96511.0394782,278781.906191,285636.24363
1847400,96514.9161511,278789.354005,285643.348911
1847700,96518.9872994,278796.971468,285650.951328
1848000,96523.3818511,278804.87105,285659.38046
1848300,96528.1426008,278813.091053,285668.714361
1848600,96533.1082513,278821.490342,285678.554512
1848900,96538.6132013,278830.365953,285689.654004
1849200,96544.2738537,278839.380909,285701.093679
1849500,96550.4155266,278848.829457,285713.544419
1849800,96556.7418039,278858.450531,285726.313012
1850100,96563.3986466,278868.380544,285739.650775
1850400,96570.2603722,278878.51215,285753.23202
1850700,96577.3183366,278888.839306,285767.021253
1851000,96584.5900101,278899.398167,285780.844883
1851300,96591.9681681,278910.089998,285794.516223
1851600,96599.4216559,278920.883215,285808.012339
1851900,96606.9490434,278931.794519,285821.164798
1852200,96614.502268,278942.795318,285833.769017
1852500,96622.0630793,278953.856169,285845.922168
1852800,96629.6118728,278964.96631,285857.548115
1853100,96637.1319219,278976.110473,285868.638531
1853400,96644.611085,278987.282107,285879.1605
1853700,96652.0634834,278998.466818,285889.35915
1854000,96659.461592,279009.672605,285898.956841
1854300,96666.8060563,279020.894798,285908.027945
1854600,96674.1117315,279032.129064,285916.729176
1854900,96681.3576173,279043.382379,285924.883105
1855200,96688.5446283,279054.663625,285932.509933
1855500,96695.7093613,279065.955441,285939.937309
1855800,96702.8238781,279077.280426,285946.920414
1856100,96709.905553,279088.627104,285953.612963
1856400,96716.946882,279100.015644,285959.954858
1856700,96723.9451463,279111.448866,285965.922467
1857000,96730.9289353,279122.899408,285971.770828
1857300,96737.8810054,279134.387698,285977.362644
1857600,96744.80167,279145.911467,285982.72543
1857900,96751.6914138,279157.465906,285987.885053
1858200,96758.5470342,279169.049299,285992.841369
1858500,96765.3666444,279180.659078,285997.601342
1858800,96772.1421349,279192.296697,286002.142049
1859100,96778.8823509,279203.953486,286006.521254
1859400,96785.5851516,279215.629171,286010.735931
1859700,96792.2422999,279227.32572,286014.760254
1860000,96798.8394871,279239.045358,286018.556115
1860300,96805.3455182,279250.790484,286022.057112
1860600,96811.7821088,279262.554482,286025.336464
1860900,96818.2186995,279274.318479,286028.615817
1861200,96824.563395,279286.1013,286031.63316
1861500,96830.8839008,279297.888791,286034.58271
1861800,96837.1300441,279309.687636,286037.336272
1862100,96843.320826,279321.492437,286039.951902
1862400,96849.4452238,279333.301906,286042.408486
1862700,96855.5010215,279345.113274,286044.707298
1863000,96861.4665861,279356.922305,286046.807981
1863300,96867.4170712,279368.730506,286048.876317
1863600,96873.2386514,279380.528854,286050.672831
1863900,96879.0301843,279392.323042,286052.408939
1864200,96884.6981546,279404.100125,286053.896635
1864500,96890.3101803,279415.866075,286055.276639
1864800,96895.8094641,279427.609588,286056.439617
1865100,96901.2088406,279439.326904,286057.416617
1865400,96906.4945057,279451.014404,286058.181944
1865700,96911.7705061,279462.698649,286058.929648
1866000,96916.7828231,279474.294099,286059.196543
1866300,96921.79514,279485.88955,286059.463438
1866600,96926.6151622,279497.404577,286059.378892
1866900,96931.3085949,279508.866661,286059.062989
1867200,96935.9372911,279520.29671,286058.626284
1867500,96940.2514613,279531.571112,286057.602654
1867800,96944.5656315,279542.845514,286056.579025
1868100,96948.5437324,279553.930995,286054.911975
1868400,96952.4027443,279564.94953,286053.016924
1868700,96956.1584526,279575.90569,286050.920755
1869000,96959.5800739,279586.657099,286048.171812
1869300,96962.7512138,279597.246854,286044.927923
1869600,96965.6460895,279607.653191,286041.135814
1869900,96968.1925094,279617.820752,286036.65057
1870200,96970.5768381,279627.875332,286031.843489
1870500,96972.5011402,279637.60238,286026.127547
1870800,96974.1452014,279647.124668,286019.868591
1871100,96975.5321775,279656.459116,286013.111488
1871400,96976.3906569,279665.3986,286005.368586
1871700,96977.0111747,279674.156927,285997.206899
1872000,96977.2935038,279682.657224,285988.454363
1872300,96977.2270232,279690.887818,285979.128006
1872600,96976.8180148,279698.849424,285969.288801
1872900,96976.0861136,279706.553464,285959.014085
1873200,96975.0360731,279714.000377,285948.309094
1873500,96973.6661809,279721.185159,285937.183741
1873800,96972.000738,279728.123272,285925.717433
1874100,96970.0651287,279734.831454,285913.989945
1874400,96967.8665492,279741.310743,285902.065112
1874700,96965.4669691,279747.611359,285890.029517
1875000,96962.8340799,279753.699924,285877.914039
1875300,96960.0131258,279759.612094,285865.791036
1875600,96957.0354265,279765.373002,285853.704313
1875900,96952.3014619,279769.726734,285836.269559
1876200,96944.6515487,279771.744909,285809.821144
1876500,96934.6102796,279771.806424,285776.53534
1876800,96923.0008638,279770.547056,285739.233843
1877100,96910.0271162,279768.094803,285698.93121
1877400,96896.1912846,279764.846714,285657.167852
1877700,96881.7283389,279760.981303,285614.705527
1878000,96866.7650588,279756.573982,285572.115358
1878300,96851.5088623,279751.81195,285529.74311
1878600,96835.9936782,279746.689333,285487.908061
1878900,96820.3313029,279741.315127,285446.699685
1879200,96804.5741386,279735.738203,285406.160752
1879500,96788.7482857,279729.952737,285366.496027
1879800,96772.8965958,279724.025058,285327.554458
1880100,96757.0394188,279717.958945,285289.429258
1880400,96741.1975072,279711.772632,285252.120695
1880700,96725.3869676,279705.480805,285215.61956
1881000,96709.6239143,279699.090053,285179.960928
1881300,96693.9155001,279692.618432,285145.062038
1881600,96678.2704097,279686.073111,285110.913008
1881900,96662.6951695,279679.461421,285077.491024
1882200,96647.195025,279672.789697,285044.7725
1882500,96631.7873338,279666.055875,285012.835116
1882800,96616.449663,279659.278851,284981.461151
1883100,96601.1732426,279652.469893,284950.537165
1883400,96586.0127739,279645.604407,284920.432585
1883700,96570.9398958,279638.701473,284890.904116
1884000,96555.9690198,279631.759041,284862.012087
1884300,96541.0706333,279624.790832,284833.552415
1884600,96526.2700464,279617.790038,284805.65636
1884900,96511.5537073,279610.763189,284778.22705
1885200,96496.9377945,279603.707554,284751.331987
1885500,96482.4156738,279596.628196,284724.911804
1885800,96467.9852927,279589.527555,284698.943314
1886100,96453.6451547,279582.406902,284673.408202
1886400,96439.3974955,279575.266246,284648.306488
1886700,96425.2390525,279568.106729,284623.611943
1887000,96411.169223,279560.929163,284599.31127
1887300,96397.1901527,279553.734123,284575.402926
1887600,96383.2963593,279546.52374,284551.853213
1887900,96369.4860083,279539.299301,284528.646145
1888200,96355.7650578,279532.060769,284505.797534
1888500,96342.1262136,279524.809902,284483.271438
1888800,96328.5763677,279517.546067,284461.088469
1889100,96315.1075909,279510.270447,284439.212976
1889400,96301.7191068,279502.982848,284417.637725
1889700,96288.409609,279495.68325,284396.353299
1890000,96275.1789297,279488.371783,284375.354178
1890300,96262.0231708,279481.049357,284354.621605
1890600,96248.9466252,279473.715839,284334.165624
1890900,96235.9452954,279466.37236,284313.967158
1891200,96223.0189155,279459.019556,284294.020289
1891500,96210.1709142,279451.65759,284274.331907
1891800,96197.3800413,279444.289212,284254.82989
1892100,96184.6674402,279436.912543,284235.579441
1892400,96172.0289774,279429.528641,284216.562541
