second,cLeaf,cStem,cFruit
98400,92425.8273662,251095.136219,285090.443029
98700,92436.3524827,251101.150272,285109.921597
99000,92446.876119,251107.165102,285128.904078
99300,92457.3977624,251113.18088,285147.260052
99600,92467.9171189,251119.197396,285164.996517
99900,92478.4328693,251125.213496,285182.157726
100200,92488.9431062,251131.227748,285198.751807
100500,92499.4470569,251137.239639,285214.789443
100800,92509.945534,251143.249945,285230.275243
101100,92520.440397,251149.260069,285245.243621
101400,92530.9328502,251155.27089,285259.712111
101700,92541.4234134,251161.282833,285273.673531
102000,92551.9123221,251167.295938,285287.156748
102300,92562.3995709,251173.310226,285300.162284
102600,92572.8852615,251179.32566,285312.720305
102900,92583.3694002,251185.342312,285324.826392
103200,92593.8520272,251191.360241,285336.484642
103500,92604.3332515,251197.379397,285347.728536
103800,92614.813025,251203.399797,285358.558441
104100,92625.2912794,251209.421386,285368.985447
104400,92635.7678845,251215.444076,285379.020299
104700,92646.2426949,251221.467675,285388.689065
105000,92656.7148879,251227.491874,285397.956331
105300,92667.1834168,251233.515612,285406.875877
105600,92677.6455529,251239.53716,285415.410427
105900,92688.1015802,251245.556987,285423.566226
106200,92698.5565089,251251.57921,285431.375803
106500,92709.0129019,251257.605846,285438.877459
106800,92719.4709854,251263.637406,285446.069749
107100,92729.9301064,251269.673194,285452.989406
107400,92740.3898335,251275.712625,285459.664257
107700,92750.8496406,251281.755458,285466.078865
108000,92761.308814,251287.800949,285472.239516
108300,92771.7667998,251293.848706,285478.142477
108600,92782.2233099,251299.898528,285483.79506
108900,92792.6782897,251305.950244,285489.22152
109200,92803.1314009,251312.003828,285494.424168
109500,92813.5834007,251318.059554,285499.42997
109800,92824.0353438,251324.117903,285504.245094
110100,92834.4857464,251330.177436,285508.865737
110400,92844.9325372,251336.236445,285513.285272
110700,92855.3746661,251342.293911,285517.518107
111000,92865.811484,251348.349312,285521.568999
111300,92876.2425726,251354.402399,285525.4398
111600,92886.6677547,251360.453161,285529.132851
111900,92897.0877387,251366.502007,285532.671251
112200,92907.5020152,251372.548984,285536.038718
112500,92917.9118189,251378.594716,285539.270196
112800,92928.3167955,251384.639333,285542.352749
113100,92938.7170793,251390.68314,285545.288315
113400,92949.113456,251396.726491,285548.100265
113700,92959.5058703,251402.769591,285550.786376
114000,92969.8944803,251408.812654,285553.352192
114300,92980.2798012,251414.855822,285555.815124
114600,92990.6601449,251420.89856,285558.149208
114900,93001.0299539,251426.93645,285560.330448
115200,93011.394147,251432.973823,285562.364889
115500,93021.7611587,251439.017489,285564.300344
115800,93032.1462619,251445.079984,285566.199815
116100,93042.5767977,251451.182279,285568.177186
116400,93053.0827414,251457.347412,285570.342128
116700,93063.686848,251463.592678,285572.775014
117000,93074.4256073,251469.946618,285575.586507
117300,93085.3569908,251476.454752,285578.939312
117600,93096.5125314,251483.14146,285582.912787
117900,93107.9560838,251490.056984,285587.668729
118200,93119.6677527,251497.185238,285593.138993
118500,93131.7116307,251504.576864,285599.474495
118800,93144.1240245,251512.260528,285606.741736
119100,93156.8801751,251520.216563,285614.844983
119400,93169.9705647,251528.43733,285623.738845
119700,93183.4673258,251536.979774,285633.577579
120000,93197.4642997,251545.917852,285644.55262
120300,93211.9626394,251555.252322,285656.636046
120600,93226.9371968,251564.963338,285669.72664
120900,93242.3847298,251575.04859,285683.753041
121200,93258.2193747,251585.440457,285698.486452
121500,93274.4530213,251596.148993,285713.846554
121800,93290.9299833,251607.050679,285729.582815
122100,93307.9617533,251618.394449,285745.938198
122400,93325.1651646,251629.875614,285762.401284
122700,93342.6932491,251641.617138,285779.009523
123000,93360.4730812,251653.562199,285795.526394
123300,93378.4443164,251665.663474,285811.80781
123600,93396.5744242,251677.895812,285827.746084
123900,93414.8314024,251690.234512,285843.232059
124200,93433.1333585,251702.616287,285857.970842
124500,93451.3963363,251714.975426,285871.749287
124800,93469.6092302,251727.302994,285884.577066
125100,93487.7730986,251739.599635,285896.500228
125400,93505.8891374,251751.866131,285907.575526
125700,93523.9567279,251764.102148,285917.833448
126000,93541.9783409,251776.309337,285927.354111
126300,93559.9533524,251788.48748,285936.160999
126600,93577.8849023,251800.638834,285944.326788
126900,93595.7708624,251812.762627,285951.832779
127200,93613.6196108,251824.86466,285958.797899
127500,93631.4339606,251836.9477,285965.243346
127800,93649.2205289,251849.016721,285971.237479
128100,93666.9841316,251861.075829,285976.812417
128400,93684.7312051,251873.1302,285982.01506
128700,93702.4675617,251885.186589,285986.81944
129000,93720.2034481,251897.248271,285991.443615
129300,93737.9416903,251909.321056,285995.794224
129600,93755.6903331,251921.409749,285999.968652
129900,93773.4623082,251933.527017,286003.959669
130200,93791.2768861,251945.686966,286007.874564
130500,93809.1899504,251957.934015,286011.884161
130800,93827.288129,251970.336113,286016.277714
131100,93845.6139566,251982.926495,286021.184614
131400,93864.1678167,251995.705765,286026.574654
131700,93882.9247918,252008.654618,286032.329546
132000,93901.864143,252021.75812,286038.316756
132300,93920.9242178,252034.966296,286044.378203
132600,93940.090213,252048.268579,286050.433786
132900,93959.3365204,252061.645189,286056.397659
133200,93978.6503899,252075.091532,286062.096042
133500,93997.9756983,252088.550865,286067.72148
133800,94017.3454412,252102.065201,286072.959623
134100,94036.7204002,252115.590886,286078.047396
134400,94056.1069663,252129.141829,286082.80057
134700,94075.4912925,252142.7038,286087.294887
135000,94094.8735615,252156.2759,286091.551455
135300,94114.2472917,252169.854791,286095.544612
135600,94133.6086474,252183.44091,286099.224945
135900,94152.9548854,252197.030512,286102.64577
136200,94172.2848407,252210.622047,286105.834445
136500,94191.596273,252224.214907,286108.792205
136800,94210.8881699,252237.808665,286111.533691
137100,94230.1602556,252251.403031,286114.077319
137400,94249.4115104,252264.997768,286116.431972
137700,94268.6420914,252278.592594,286118.616641
138000,94287.8506977,252292.187229,286120.637066
138300,94307.0365585,252305.781381,286122.503528
138600,94326.19895,252319.374796,286124.226052
138900,94345.3369032,252332.967252,286125.81274
139200,94364.4482509,252346.558486,286127.26642
139500,94383.5344731,252360.148406,286128.606389
139800,94402.5953568,252373.736868,286129.840524
140100,94421.6303258,252387.323704,286130.974846
140400,94440.6362092,252400.908526,286132.007987
140700,94459.6150468,252414.491351,286132.953997
141000,94478.5631583,252428.071657,286133.811957
141300,94497.492484,252441.650423,286134.616082
141600,94516.3746032,252455.224747,286135.303012
141900,94535.241095,252468.797421,286135.954631
142200,94554.0641331,252482.365295,286136.512074
142500,94572.8554485,252495.928817,286137.009774
142800,94591.6142622,252509.487878,286137.446262
143100,94610.3518007,252523.04373,286137.844544
143400,94629.0382207,252536.590887,286138.155707
143700,94647.6861925,252550.130018,286138.406125
144000,94666.2879211,252563.658,286138.585129
144300,94684.8433545,252577.172974,286138.693286
144600,94703.3461524,252590.670971,286138.719972
144900,94721.789035,252604.146841,286138.671413
145200,94740.1653694,252617.59503,286138.527316
145500,94758.4632961,252631.006452,286138.245914
145800,94776.6639461,252644.366781,286137.775887
146100,94794.7490519,252657.660627,286137.064156
146400,94812.6850194,252670.862487,286136.021616
146700,94830.3699423,252683.898646,286134.389534
147000,94847.8759166,252696.812125,286132.324352
147300,94865.0252661,252709.475737,286129.381802
147600,94881.8223859,252721.886243,286125.558137
147900,94897.4539129,252733.415568,286118.284613
148200,94910.585432,252743.01942,286103.338928
148500,94920.4611153,252750.104602,286078.705869
148800,94926.6568909,252754.336789,286043.808396
149100,94930.1285985,252756.454332,286002.053646
149400,94931.1969155,252756.703938,285955.158981
149700,94930.5047777,252755.583253,285905.437126
150000,94928.5022761,252753.440502,285854.435353
150300,94925.5408909,252750.547753,285803.164918
150600,94921.8117952,252747.052354,285752.261332
150900,94917.5144264,252743.108874,285702.083769
151200,94912.7334044,252738.78193,285652.940631
151500,94907.6058461,252734.178691,285604.809472
151800,94902.1227829,252729.289851,285558.04793
152100,94896.4365648,252724.236579,285512.23911
152400,94890.4763868,252718.959744,285467.935858
152700,94884.3344143,252713.532533,285424.852375
153000,94878.063183,252707.997235,285382.747998
153300,94871.6511778,252702.342993,285341.816201
153600,94865.1279287,252696.593529,285301.911024
153900,94858.5052753,252690.757892,285263.005216
154200,94851.7910395,252684.841602,285225.110152
154500,94845.0123597,252678.867856,285187.974249
154800,94838.1425375,252672.811316,285152.00841
155100,94831.2152857,252666.701206,285116.861762
155400,94824.2406115,252660.546259,285082.424465
155700,94817.2169357,252654.344236,285048.760701
156000,94810.1344486,252648.08393,285016.116902
156300,94803.0249327,252641.795959,284983.984523
156600,94795.8811773,252635.472694,284952.512121
156900,94788.6969648,252629.105731,284921.911601
157200,94781.4932161,252622.716929,284891.764307
157500,94774.2631504,252616.298216,284862.249153
157800,94767.0065198,252609.847597,284833.443581
158100,94759.7337731,252603.376783,284805.101867
158400,94752.4353857,252596.872918,284777.534945
158700,94745.1369984,252590.369053,284749.968024
159000,94737.8180778,252583.836289,284723.118586
159300,94730.4845739,252577.281914,284696.819462
159600,94723.1407146,252570.711056,284670.954201
159900,94715.7853232,252564.120143,284645.63569
160200,94708.4238179,252557.517738,284620.638756
160500,94701.0543491,252550.899066,284596.108161
160800,94693.6810499,252544.272463,284571.805768
161100,94686.2997471,252537.627095,284548.060019
161400,94678.9146083,252530.970796,284524.651127
161700,94671.5263302,252524.304638,284501.550813
162000,94664.1351677,252517.628257,284478.775904
162300,94656.7412499,252510.938807,284456.430282
162600,94649.3461285,252504.240012,284434.402786
162900,94641.9500637,252497.531933,284412.694492
163200,94634.5536832,252490.814792,284391.305263
163500,94627.1575887,252484.089721,284370.202718
163800,94619.763549,252477.352274,284349.567072
164100,94612.3700976,252470.611769,284329.047744
164400,94604.9766462,252463.871264,284308.528416
164700,94597.584753,252457.122851,284288.310821
165000,94590.1955572,252450.36487,284268.468211
165300,94582.8088795,252443.600923,284248.869368
165600,94575.4253793,252436.830736,284229.531727
165900,94568.0445253,252430.056042,284210.386906
166200,94560.6667189,252423.276558,284191.449843
166500,94553.2926704,252416.491853,284172.744393
166800,94545.922974,252409.701933,284154.27744
167100,94538.5571627,252402.907844,284136.005946
167400,94531.194965,252396.110159,284117.906177
167700,94523.8371178,252389.308469,284100.001546
168000,94516.4850095,252382.502152,284082.330845
168300,94509.137129,252375.692765,284064.820283
168600,94501.7935603,252368.880405,284047.467398
168900,94494.4555313,252362.064514,284030.306647
169200,94487.1223533,252355.245815,284013.303971
169500,94479.935585,252348.533341,283996.96989
169800,94473.122133,252342.104734,283982.059073
170100,94466.8734441,252336.109267,283969.217677
170400,94461.5466259,252330.825125,283959.660233
170700,94457.0563042,252326.188341,283953.04079
171000,94453.8208316,252322.524477,283950.787733
171300,94452.141949,252320.069817,283953.891184
171600,94451.595729,252318.496175,283960.859115
171900,94452.563116,252318.101166,283972.945025
172200,94454.8113247,252318.705051,283989.307813
172500,94458.3087668,252320.284673,284009.785182
172800,94462.7782999,252322.624775,284033.414407
173100,94468.2165686,252325.72414,284060.124159
173400,94474.4376415,252329.438928,284089.237841
173700,94481.3092746,252333.667397,284120.244711
174000,94488.6322735,252338.254063,284152.479039
174300,94496.3422988,252343.14977,284185.673437
174600,94504.3588539,252348.292269,284219.528451
174900,94512.6191231,252353.63301,284253.807718
175200,94521.0928578,252359.150493,284288.300972
175500,94529.6848892,252364.767274,284322.843555
175800,94538.4063696,252370.495325,284357.304888
176100,94547.2088072,252376.292962,284391.715407
176400,94556.1215001,252382.190565,284425.785541
176700,94565.0618614,252388.113256,284459.770257
177000,94574.0863671,252394.119388,284493.119478
177300,94583.121127,252400.137198,284526.311652
177600,94592.1997913,252406.20604,284558.777207
177900,94601.2800776,252412.277318,284591.186839
178200,94610.3840099,252418.384129,284622.781233
178500,94619.4919252,252424.50434,284653.848534
178800,94628.6017676,252430.634769,284684.46479
179100,94637.7110471,252436.77715,284714.429448
179400,94646.816756,252442.927883,284743.79992
179700,94655.9169344,252449.085553,284772.5658
180000,94665.0104186,252455.248786,284800.749652
180300,94674.0954649,252461.416929,284828.311799
180600,94683.1701037,252467.589319,284855.204241
180900,94692.2327597,252473.765266,284881.398864
181200,94701.2866617,252479.943301,284907.112511
181500,94710.3277295,252486.123989,284932.144834
181800,94719.354635,252492.306937,284956.466065
182100,94728.3696325,252498.491449,284980.21189
182400,94737.3720723,252504.677399,285003.365998
182700,94746.3610049,252510.864702,285025.897919
183000,94755.3332839,252517.053294,285047.694368
183300,94764.2946979,252523.242593,285069.023365
183600,94773.2410201,252529.432753,285089.714358
183900,94782.1692439,252535.623621,285109.673362
184200,94791.0859216,252541.814826,285129.178302
184500,94799.9869869,252548.006398,285148.079303
184800,94808.8696944,252554.198185,285166.300813
185100,94817.7378408,252560.39008,285183.997744
185400,94826.5915516,252566.582053,285201.184161
185700,94835.4278481,252572.774099,285217.768851
186000,94844.2454186,252578.966235,285233.726806
186300,94853.0456348,252585.158495,285249.120486
186600,94861.8338203,252591.350848,285264.125278
186900,94870.6015262,252597.543447,285278.496407
187200,94879.3582461,252603.736177,285292.527619
187500,94888.0932627,252609.929273,285305.919146
187800,94896.8156897,252616.122597,285318.94752
188100,94905.5177451,252622.316325,285331.404378
188400,94914.2021557,252628.510402,285343.390212
188700,94922.8745054,252634.704707,285355.058975
189000,94931.5238932,252640.899403,285366.146661
189300,94940.1573917,252647.094305,285376.854314
189600,94948.7785189,252653.289358,285387.268043
189900,94957.3732318,252659.484629,285397.086378
190200,94965.9553076,252665.679953,285406.636825
190500,94974.5211591,252671.875343,285415.843343
190800,94983.0629178,252678.070756,285424.570359
191100,94991.5933062,252684.266165,285433.078778
