,co2Air,tAir,vpAir,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
80,1759.1381362983332,19.911669613016667,2075.920406017083,374612.961099,374621.980525,374637.832321,374654.720119,374672.282182,374690.474088,374709.219049,374732.272599,374782.929302,374866.398452,374975.172476,375100.351785,375225.833339,375351.420244,375477.085852,375602.783845,375728.477792,375854.092228,375979.518266,376070.507381,375974.054939,375847.254218,375714.968809,375580.911463
81,1746.9346535858333,19.4312310438625,1961.0842847829165,375508.803621,375520.443289,375541.633467,375563.929198,375586.7516,375610.055716,375634.090089,375666.40277,375726.039963,375813.351236,375925.468339,376046.904407,376169.715194,376292.660371,376415.690834,376538.844984,376662.307165,376785.918841,376909.34217,377032.466023,377120.759194,377029.005151,376908.017043,376781.526911
82,1769.6415827049998,21.266418603658334,2192.742040655,376717.921897,376733.83277,376759.000297,376785.058038,376811.38807,376837.91475,376864.758531,376894.382845,376937.602015,377013.859357,377129.923542,377252.839328,377376.738603,377501.399086,377626.47479,377751.554079,377876.254429,378000.327703,378124.179223,378248.369857,378372.709593,378497.228777,378621.897547,378746.613152
83,1773.4807573866667,21.556763511833335,2219.6181141125003,378871.296255,378995.847806,379113.257248,379165.179016,379181.956881,379195.955849,379210.205014,379227.691386,379260.672904,379319.363317,379419.284668,379543.448841,379667.777757,379791.639006,379914.445732,380035.539825,380154.491761,380271.383692,380387.910607,380506.305908,380625.733012,380746.349135,380868.126279,380990.714183
84,1667.2482506329168,21.92089446101667,2178.837389462083,381113.666355,381228.373623,381270.399594,381279.754332,381287.168852,381295.321992,381304.881737,381327.22136,381404.614097,381526.907595,381650.200206,381772.694306,381893.662471,382012.045564,382126.643405,382236.424652,382340.897223,382440.318623,382538.538121,382641.862534,382749.253599,382860.046293,382974.287353,383091.125922
85,1681.269310605,21.818362734199997,2145.92477178875,383209.625152,383329.258893,383449.722339,383557.642851,383587.832222,383592.767868,383597.963121,383620.624118,383713.861315,383835.651243,383957.219076,384077.441359,384195.411485,384309.92138,384420.180571,384525.318768,384624.238633,384717.030956,384806.904029,384900.754095,385001.324682,385107.423005,385217.69162,385331.339311
86,1757.2629558079168,20.9757575801625,2163.75875162,385447.174438,385564.527097,385682.754232,385775.217062,385792.07326,385795.295726,385798.341933,385806.31276,385833.274121,385903.244604,386013.39532,386134.738036,386255.730871,386375.868741,386494.576168,386611.637162,386727.106844,386841.263178,386956.10115,387072.701776,387190.2529,387308.724585,387315.4633,387182.866399
87,1764.7653240654165,19.82862886202083,2015.3693121029166,387115.426917,387112.937515,387117.031871,387122.385616,387128.704418,387136.140254,387144.979782,387161.429403,387205.386612,387288.017198,387397.764907,387517.280178,387638.178336,387759.135292,387880.157475,388001.211818,388122.229198,388243.191517,388364.113482,388484.966952,388605.744069,388694.935373,388593.796417,388461.181814
88,1707.9963826129167,20.132018373754168,1971.8660616650002,388396.502791,388402.901644,388416.971699,388432.227283,388448.280855,388465.039178,388483.410447,388510.438665,388567.582418,388672.115004,388790.830147,388910.324028,389030.304683,389150.607474,389271.068488,389391.572354,389512.043123,389632.459785,389752.783993,389872.991717,389993.10606,390113.044494,390232.740163,390288.643388
89,1676.1644087662498,21.23890451735,2027.8582170870834,390265.114163,390275.262726,390290.442459,390306.576174,390323.262418,390340.137888,390358.449957,390394.477726,390485.15006,390603.180699,390722.211209,390841.763744,390961.603497,391081.357405,391200.55413,391318.723114,391435.546616,391550.926847,391666.176324,391782.619185,391899.698452,392017.275188,392135.499905,392254.197785
90,1576.6315546528333,20.448380978666666,2077.8114256933336,392373.161488,392492.270766,392611.434857,392729.493905,392810.642015,392827.947059,392837.823845,392857.218123,392903.513996,392986.890826,393095.989539,393213.583746,393332.317059,393451.153854,393570.014622,393688.74654,393807.192481,393925.263375,394043.167274,394161.297601,394279.608748,394318.606245,394194.775104,394053.819623
91,1754.749175695,20.487010050491666,2065.5592330745835,393965.458843,393962.220169,393970.480432,393980.25854,393990.958825,394002.546329,394015.919824,394051.405024,394147.617532,394264.334727,394382.245199,394500.175338,394618.351118,394736.691997,394855.04868,394973.333522,395091.495836,395209.527758,395327.516623,395445.569845,395563.621192,395681.650745,395799.629425,395885.559496
92,1560.0382609582919,20.936846006579167,2188.177623891667,395877.942865,395885.013212,395894.6054,395904.902561,395915.803356,395927.280356,395939.900383,395961.309161,396012.611796,396099.08911,396210.423281,396327.716248,396445.34188,396563.01518,396680.456299,396797.51267,396914.095925,397030.205141,397146.155466,397262.483021,397379.164327,397463.460877,397353.241022,397211.692326
93,1498.3657125203333,21.7628403656125,2235.5849963587502,397125.336156,397119.913574,397124.806963,397131.034728,397137.997846,397145.717355,397157.415636,397203.188448,397310.252506,397427.46681,397544.757679,397661.922352,397778.487775,397893.698503,398006.894612,398117.849181,398226.081385,398331.812396,398436.871969,398543.694046,398652.797266,398763.893655,398876.583872,398990.509415
94,1596.35496512525,20.412207588641667,2132.6652502183333,399104.188564,399175.365044,399180.915341,399179.027861,399177.834352,399177.68395,399180.166933,399203.945555,399268.838967,399355.540577,399463.426039,399578.822357,399694.90203,399810.691495,399925.875752,400040.67163,400155.320971,400269.969351,400384.932624,400447.466454,400325.345737,400179.696468,400029.837187,399878.856922
95,1688.4534916275,21.32487209863333,2222.6147891475,399777.172718,399769.778717,399775.546188,399782.86544,399791.185823,399800.410782,399814.168601,399863.751063,399972.10137,400088.0732,400204.221514,400320.420482,400436.500375,400552.314001,400667.725515,400782.584507,400896.641114,401009.842953,401122.886153,401236.660247,401351.083856,401465.97677,401568.165657,401474.357176
96,1639.53928696125,19.8706288499375,1986.3360986104165,401410.042135,401405.784998,401408.857346,401413.218324,401418.433612,401424.577139,401435.330336,401484.334931,401587.91927,401702.229412,401817.652807,401933.197201,402048.726825,402164.210233,402279.632565,402394.996492,402510.326917,402625.628161,402740.882023,402856.056433,402969.817678,402929.3701,402798.284324,402657.757566
97,1659.19033206875,20.274856887383333,2021.7269677124998,402571.998299,402571.149883,402581.645672,402593.521595,402606.103421,402619.225662,402634.005097,402669.347612,402747.368827,402843.911999,402954.458883,403067.953417,403181.962459,403296.428287,403411.18488,403526.078027,403640.979946,403755.841276,403870.649824,403985.375492,404100.022273,404214.576086,404328.974993,404427.834068
98,1738.5895797354167,20.8128156821125,2106.816181777917,404425.354462,404430.859908,404440.546835,404451.120043,404462.348668,404474.25513,404490.303633,404523.998515,404584.624167,404677.251382,404786.519965,404899.33129,405012.761328,405126.648409,405240.791657,405355.013676,405469.107508,405582.866706,405696.401959,405810.0939,405923.893577,406037.723693,406151.59767,406265.469563
99,1707.0649707354166,21.851038387629163,2193.8235817333334,406379.046172,406475.862912,406503.035949,406509.377468,406514.526024,406520.030402,406528.874185,406570.555951,406677.776702,406791.389834,406904.971671,407018.127273,407130.250149,407240.602896,407348.07382,407451.716486,407550.738563,407645.270664,407738.260196,407835.149385,407935.404971,408037.703952,408142.423685,408249.455855
100,1665.7016426237499,19.502036084091667,1962.6146282595835,408357.964642,408467.41698,408577.686964,408688.22292,408789.132754,408815.266441,408813.520261,408835.05814,408905.034296,409001.827007,409114.041641,409226.450785,409338.820169,409451.147004,409563.431938,409675.738258,409788.082944,409900.454073,410012.840657,410125.128895,410135.57755,410005.220823,409860.688677,409712.742573
101,1741.2836939208335,19.989951097991668,1985.5008270745832,409620.83949,409615.82466,409622.249202,409630.14116,409638.79328,409648.159439,409659.836773,409685.881622,409746.385323,409839.510045,409948.194013,410059.372693,410171.048768,410283.081217,410395.279488,410507.47819,410619.622892,410731.697774,410843.68315,410955.542426,411067.298162,411178.951487,411284.708802,411214.956331
102,1699.7060180141668,20.94748646942917,2079.13506995625,411163.011528,411165.300535,411173.899189,411183.526798,411193.735352,411204.456724,411221.254434,411282.942203,411390.73142,411501.26033,411612.175484,411723.548694,411835.149667,411946.778406,412058.380381,412169.915159,412281.174305,412391.915796,412502.409933,412613.178893,412724.108224,412835.103745,412946.214064,413057.388565
103,1712.1958459695834,20.286330723575002,2043.4598015691665,413168.55911,413279.671555,413389.767226,413468.58831,413484.034875,413488.928164,413495.522701,413526.740607,413612.636152,413719.237784,413828.997694,413939.267379,414049.606604,414160.174327,414270.883375,414381.567952,414492.120926,414602.49988,414712.839495,414823.259717,414933.692998,415044.113763,415154.508862,415233.231726
104,1665.6942218375,21.397436544887498,2098.04501735625,415213.414821,415212.153867,415215.235567,415219.303931,415224.156284,415229.82618,415241.405264,415283.510476,415378.760053,415488.487205,415598.524151,415708.688225,415818.60271,415927.689056,416035.298389,416140.859368,416243.879701,416344.803687,416445.912731,416549.023157,416653.493671,416758.86615,416865.395634,416972.883919
105,1722.1048685920832,21.08601688197083,2161.9538403629167,417080.984451,417189.497475,417298.151703,417393.832043,417417.254063,417414.316683,417412.936352,417429.358456,417483.540131,417571.670238,417678.256198,417787.527475,417896.311111,418004.121964,418110.547034,418215.314812,418318.320665,418419.623928,418520.15815,418622.288449,418725.941968,418830.673746,418936.576796,419043.382119
106,1685.6658057104166,21.530867556695835,2242.8435371933333,419148.356065,419198.863989,419196.15232,419189.158053,419182.912153,419177.803325,419175.95074,419192.152872,419257.391625,419363.230771,419471.69213,419579.650313,419686.761082,419792.460379,419895.842734,419997.199279,420096.101168,420191.976303,420286.130372,420382.382306,420481.448339,420582.955877,420686.188063,420790.779867
107,1515.7620808354168,21.660005730916666,2128.83490756,420894.522327,420946.819621,420942.029513,420932.460796,420923.738221,420916.549518,420913.741282,420929.841487,420983.358955,421077.72367,421185.291515,421291.821902,421396.373465,421497.647324,421594.235363,421684.742584,421768.364462,421844.926072,421917.228867,421992.219848,422074.131714,422162.503988,422255.956011,422353.213533
108,1610.540237465,21.590888836679166,2073.608312984167,422453.140058,422554.782329,422657.769661,422761.762982,422862.154656,422900.183543,422904.546873,422956.485817,423053.723642,423159.51518,423264.725736,423368.693977,423470.90864,423570.851471,423668.049831,423761.825013,423851.61938,423937.101145,424020.053874,424105.831756,424196.527822,424291.553424,424389.861774,424490.58101
109,1732.4915266133332,21.217042893558332,2079.7205206120834,424592.905106,424696.247453,424795.079559,424829.650847,424820.870005,424810.162567,424807.207355,424841.501012,424928.007162,425033.266158,425139.396813,425244.880399,425349.168181,425451.560971,425551.277445,425647.410204,425739.292293,425827.061199,425914.310888,426005.369091,426099.836252,426196.111268,426294.317464,426394.528443
110,1580.5749833070834,21.94091232524167,2122.8043232170835,426496.088746,426598.359288,426701.388077,426804.806978,426888.14708,426895.289083,426894.800584,426958.452162,427062.033353,427165.818945,427267.934821,427367.471733,427462.750941,427551.706847,427632.43575,427703.182845,427763.765915,427814.881311,427862.060807,427916.775157,427983.010618,428058.867296,428141.489535,428229.732283
111,1585.4959720454165,21.720490101458335,2071.8768590675,428322.205934,428417.754669,428515.551523,428615.095325,428715.968123,428814.997252,428876.801415,428948.362339,429050.499871,429152.383148,429252.215539,429348.718747,429440.171677,429524.313111,429598.713276,429661.39992,429712.55352,429753.304143,429792.291323,429843.392037,429905.843135,429974.537772,430050.285148,430133.094912
112,1698.2249415166668,21.145644286054168,2039.9962922570833,430220.798125,430311.83047,430405.369505,430501.368299,430599.245546,430697.689791,430768.102138,430810.896811,430895.845061,430997.133728,431098.894203,431199.586617,431298.706717,431395.841155,431490.001868,431579.34378,431663.251139,431742.133621,431820.420873,431903.998398,431992.347039,432082.995941,432176.380467,432272.488166
113,1676.5215503029167,21.890498027375,2122.13101545,432370.379087,432469.238511,432569.078194,432669.68383,432761.738899,432780.120162,432778.522227,432828.461446,432928.44239,433029.319418,433128.310132,433224.113487,433315.11874,433399.165288,433473.862933,433538.33874,433593.418408,433640.895543,433689.975509,433750.156485,433819.502005,433894.171036,433974.869076,434061.251451
114,1746.733211455,20.918472714116668,2082.2524142354164,434151.366751,434244.138528,434339.225968,434436.093727,434533.970567,434607.948622,434610.456321,434622.169075,434679.98668,434776.733447,434877.95294,434978.123098,435076.54595,435172.737061,435266.781493,435357.744445,435445.29197,435531.349117,435618.36797,435708.453604,435801.233782,435896.311281,435993.332303,436091.813996
115,1708.12158681375,21.845220299129167,2178.9754318254168,436189.564216,436237.417233,436225.811901,436208.529507,436191.847577,436176.861931,436174.521851,436207.548279,436278.394439,436377.545606,436477.418409,436575.489537,436671.217984,436763.462564,436851.055213,436933.227902,437009.501013,437079.901506,437150.856304,437228.431862,437311.245767,437397.073968,437486.453218,437578.99565
116,1703.1880937404167,20.487419547574998,2034.6373194845835,437673.721321,437770.112834,437867.752786,437966.038776,438045.320362,438048.111422,438039.539115,438055.770505,438110.233983,438200.904187,438301.757261,438402.557433,438503.272666,438603.500244,438702.818062,438801.100387,438898.368925,438994.348324,439090.213181,439187.091757,439284.919844,439383.588525,439482.96554,439534.616214
117,1701.4649005091667,21.39374888582083,2070.45584407,439487.63896,439469.066434,439455.029954,439442.163975,439430.372646,439420.550445,439423.721351,439472.765739,439570.887006,439671.662235,439772.070817,439871.760513,439970.266217,440066.93512,440160.839825,440251.048572,440337.403913,440420.176288,440502.90194,440589.31625,440678.918227,440770.103565,440863.180109,440958.15392
118,1716.98327843875,21.766625162758334,2132.7108554595834,441054.352335,441151.242443,441248.810527,441346.901485,441442.363988,441481.068944,441487.692602,441558.279746,441656.696835,441755.360161,441852.729779,441948.033599,442039.980581,442126.911057,442206.902589,442278.507599,442340.884535,442395.357931,442449.710458,442513.247071,442584.442577,442659.813612,442739.792766,442824.532889
119,1698.77445646875,20.571728300408335,2158.3130191254168,442912.435897,443002.106561,443093.649994,443186.658757,443280.257013,443339.742493,443342.570927,443371.378634,443427.442753,443511.981351,443607.958662,443705.201433,443802.065729,443898.43671,443994.136753,444088.975016,444182.865121,444276.038163,444369.385094,444463.909524,444526.851447,444391.458957,444225.032871,444053.902086
120,1500.5452063466666,22.3457715357,2122.9230242866665,443942.269047,443915.682824,443899.716983,443885.493052,443872.34569,443862.195555,443880.747474,443963.022109,444061.950822,444160.483485,444257.965723,444353.560201,444445.940143,444533.238978,444613.359785,444684.380539,444745.24826,444796.272117,444840.011863,444883.160147,444935.003497,444997.072441,445068.125346,445146.111866
121,1567.5432833725,22.239895771129166,2126.736697953333,445228.947051,445314.810862,445403.271883,445493.790582,445585.974628,445679.06015,445764.540928,445852.033364,445945.202602,446036.098191,446123.688959,446207.225378,446286.045485,446359.659367,446427.463618,446488.831713,446543.654301,446592.633258,446638.474947,446687.430276,446745.097672,446812.225832,446887.075009,446967.73608
122,1486.397135030625,22.50677803164167,2065.4890432483335,447052.427464,447139.579216,447228.493461,447293.346212,447282.328694,447259.440268,447267.275213,447343.290413,447436.437288,447527.364008,447614.791473,447697.341595,447773.1539,447840.956468,447900.295425,447950.736581,447991.685165,448025.707914,448056.302939,448089.758812,448133.395766,448189.464676,448255.786771,448329.946211
123,1429.7137331710835,22.886970366266667,2078.9806843216666,448409.507832,448492.260707,448577.85446,448665.683934,448743.942556,448747.35822,448743.414577,448804.71634,448895.560387,448984.054431,449068.413468,449147.443245,449219.454479,449283.305962,449337.770059,449382.161083,449415.607332,449440.446915,449460.203238,449477.50646,449502.632565,449541.368792,449593.584685,449656.659224
124,1465.8768535507081,22.77852341486667,2050.6965056725,449727.304598,449802.694478,449882.138466,449964.846814,450050.263543,450134.975252,450177.465295,450220.851526,450301.878651,450388.871422,450472.937554,450553.162367,450628.499522,450698.358464,450761.721439,450814.413441,450855.373584,450886.590101,450910.380946,450930.918561,450958.367949,450998.714226,451052.089758,451116.152578
125,1406.7887326480832,22.974010481458333,2083.5009428554167,451187.809119,451263.899798,451343.852349,451427.100357,451512.775699,451582.686617,451611.57971,451686.306226,451773.547264,451857.055014,451935.019766,452004.942804,452061.97664,452100.864767,452119.399013,452117.267462,452097.42893,452065.509694,452027.177594,451987.865439,451960.344113,451953.008359,451967.068472,452000.38513
126,1365.1269825453335,22.958201043716667,2112.8336525654167,452047.185484,452102.430823,452165.183728,452234.590848,452309.36425,452388.332721,452470.357079,452552.869186,452632.21725,452705.659186,452769.782202,452820.466396,452853.600726,452865.641332,452854.917119,452823.594137,452775.658348,452714.914311,452648.341628,452586.117779,452538.59443,452510.019881,452501.170297,452513.648256
127,1634.5821381908333,21.936329377224997,2171.0919732254165,452542.882028,452581.185831,452625.603796,452677.963355,452739.090688,452807.314138,452880.687029,452956.2602,453029.923225,453098.417518,453160.185156,453214.660899,453260.467705,453296.433103,453321.837417,453336.610824,453342.058756,453341.813295,453344.191879,453362.848042,453397.727778,453446.18172,453506.211171,453575.009729
128,1709.2187982116666,21.2444808566,2139.816033625,453650.131759,453729.451105,453811.94477,453897.05396,453984.232127,454070.712131,454122.003225,454172.471967,454257.19432,454348.325906,454438.49144,454526.760655,454612.391313,454694.772666,454773.189791,454847.521152,454919.887321,454989.999218,455060.670515,455136.049082,455215.557876,455297.436835,455381.692507,455468.419225
129,1629.6121059954166,21.752809383370835,2148.0467809629167,455556.951306,455646.497188,455716.429761,455709.088179,455684.147947,455661.550758,455660.008248,455710.404965,455798.3714,455891.21619,455983.439247,456073.889299,456161.645822,456245.405774,456323.491956,456394.49667,456458.198788,456514.60636,456567.649629,456625.581599,456691.16955,456761.831895,456836.371142,456915.223893
130,1717.8129929908334,21.656669516170833,2172.680888289167,456997.321201,457081.812802,457168.341691,457256.415377,457345.60343,457427.480286,457463.47113,457535.726264,457626.047133,457715.192018,457802.699121,457888.150641,457971.715437,458051.737328,458127.532122,458198.763541,458265.294907,458328.27846,458392.195282,458462.020471,458537.106377,458615.325263,458696.395066,458780.431192
131,1708.0003477545833,21.011356573,2080.17582576125,458866.507873,458954.112717,459042.714118,459112.444525,459106.211709,459084.516678,459091.960847,459153.500979,459241.988688,459333.985963,459425.431562,459515.95694,459605.751451,459694.794154,459782.386265,459867.949433,459951.423854,460033.499176,460116.1838,460200.940789,460287.443152,460374.876629,460463.452414,460553.11362
132,1705.0171016379165,21.350227161254168,2058.2581847004167,460643.367142,460718.04815,460717.782095,460695.894358,460673.774256,460655.15589,460658.704551,460713.599527,460802.322864,460894.634637,460986.279763,461076.802652,461165.891623,461253.091957,461338.112551,461420.58112,461499.719885,461576.679187,461654.519376,461735.036681,461818.111252,461902.791762,461988.678573,462076.050581
133,1647.8231711074998,22.055931558374997,2085.77369068625,462164.442545,462253.44666,462343.136774,462433.149657,462504.454173,462507.268457,462531.169918,462613.847558,462704.806388,462794.859766,462883.289175,462969.13189,463051.018058,463127.240251,463195.925665,463255.241157,463304.327737,463343.50998,463376.821533,463414.041482,463462.211655,463518.654878,463580.71904,463649.120392
134,1647.5020170029165,21.773591727825004,2091.1372253008335,463722.350021,463799.03517,463878.859231,463961.145621,464045.357582,464131.031077,464217.234298,464303.165403,464389.782754,464474.489955,464556.032652,464632.578384,464701.685204,464760.835133,464809.834209,464850.083012,464882.361342,464908.56702,464935.213505,464972.794764,465021.617955,465078.970442,465143.007719,465213.287074
135,1602.7626548874998,21.609852311224998,2097.5106859691664,465287.81809,465365.413072,465445.773717,465528.30884,465612.193545,465675.324096,465690.240041,465740.183597,465823.174648,465909.474971,465994.21255,466076.491207,466155.575928,466229.870202,466297.173323,466356.236726,466408.419952,466455.398469,466501.709919,466554.810428,466615.828189,466683.67427,466757.12294,466834.958368
136,1695.12497921125,20.8464660745375,2132.6467650825,466915.703738,466998.555,467082.968854,467166.712366,467205.701543,467183.95055,467177.055856,467229.797423,467313.469767,467400.914941,467489.079414,467576.922777,467663.944837,467749.792725,467833.535551,467914.816277,467994.223538,468073.414473,468153.610693,468235.557078,468319.055969,468403.856228,468442.174531,468291.438489
137,1749.5334598995832,21.376913030370833,2116.64695463375,468192.625372,468157.272346,468129.343433,468103.005786,468077.998969,468055.892792,468048.904288,468075.129995,468146.062679,468235.577143,468325.101481,468414.130832,468502.302731,468589.266525,468674.601913,468757.945545,468839.008875,468917.364115,468993.661226,469070.971792,469150.697953,469232.210666,469314.908947,469399.066814
138,1668.07469303125,22.07288787998333,2168.084797905,469484.302143,469570.146397,469656.62534,469743.659291,469830.571273,469893.3428,469933.650878,470015.556894,470103.190216,470189.764047,470274.82307,470357.721467,470437.380599,470513.448663,470584.134646,470647.044162,470700.929994,470745.686638,470783.153261,470821.823849,470869.680921,470925.503205,470986.825064,471053.827633
139,1583.2666841283333,21.93434753651667,2138.16659654375,471125.225653,471199.803394,471277.291538,471356.985129,471438.339298,471521.08443,471604.045831,471686.120337,471769.98837,471853.187236,471934.019824,472011.836217,472084.309462,472148.612734,472201.605886,472240.840813,472265.665093,472277.845879,472284.457098,472296.428253,472322.393434,472360.493721,472407.090336,472462.697268
140,1710.7956861041666,22.229475697183332,2167.5012584591664,472525.110034,472592.561417,472664.258743,472739.192521,472816.799862,472896.526714,472977.704285,473059.159337,473139.021648,473215.590502,473287.502732,473352.923437,473410.971768,473461.086105,473502.181628,473533.666456,473554.404383,473563.238322,473564.009213,473566.581001,473583.751184,473614.755062,473655.025271,473705.103573
141,1675.1197646183334,22.3402599869375,2159.074417145833,473763.005295,473826.748903,473895.573088,473968.340201,474043.613927,474120.447823,474199.113834,474278.139584,474355.039231,474428.177231,474496.514362,474559.382473,474615.504974,474663.529754,474702.107764,474730.704946,474749.377973,474759.255796,474761.592578,474763.635709,474777.761455,474807.547706,474851.253166,474905.605998
142,1560.7849461133335,22.23631337930833,2166.1193142195834,474967.212123,475033.698667,475104.122358,475177.465503,475253.372939,475331.372599,475410.640981,475490.220246,475569.291921,475645.834357,475718.472339,475786.390336,475848.536811,475903.948869,475951.629522,475990.97701,476022.54914,476049.244786,476074.741567,476105.768375,476145.724497,476195.315015,476253.517919,476318.641663
143,1419.0659171773332,22.84755082827083,2246.03734266125,476388.033305,476459.760276,476532.857609,476575.329649,476545.215905,476512.547318,476528.509739,476602.20872,476679.648761,476753.146055,476820.712509,476879.363529,476925.392619,476953.497189,476962.846605,476962.009461,476953.154245,476937.662386,476919.91887,476909.597378,476911.409703,476926.777448,476955.382349,476996.230556
144,1463.3993288855,22.792333854683335,2263.97872790875,477045.746528,477099.287258,477155.704737,477214.97823,477277.768778,477333.659564,477347.890852,477387.353254,477452.182363,477515.994096,477573.350783,477621.796754,477657.852857,477675.786977,477670.452337,477641.071447,477590.946218,477526.186347,477459.076044,477404.085987,477367.815781,477355.128437,477364.155507,477390.821378
145,1427.5616530114585,23.246780525466665,2221.15269707375,477430.003602,477475.930022,477527.348653,477584.047159,477645.083569,477708.916474,477774.176537,477837.947324,477896.459198,477946.505295,477983.892454,478003.432555,478000.894642,477972.033353,477915.408199,477833.447409,477730.137714,477610.004874,477480.152468,477354.149522,477243.751157,477158.36506,477100.598959,477070.625548
146,1538.7209534050833,22.68743752429583,2283.988295619167,477063.462886,477071.39347,477092.896549,477125.689903,477168.665657,477219.829973,477276.456417,477335.468761,477392.88295,477445.833298,477492.33725,477529.970232,477553.674154,477559.012464,477549.051903,477522.944188,477480.725923,477425.904118,477362.349743,477296.387859,477238.364817,477200.35088,477186.874814,477195.930399
147,1432.3550932171665,22.374171887604167,2218.4314828433335,477221.119684,477256.536467,477300.681446,477352.32858,477409.979039,477472.540081,477537.99124,477602.860611,477663.279231,477717.257192,477764.767183,477804.860403,477835.840245,477856.743102,477865.464143,477861.72986,477851.0247,477836.090797,477821.823548,477819.728336,477833.149232,477861.278345,477902.183712,477953.441861
148,1467.5210305645833,23.064821744654168,2239.718075280833,478011.531733,478072.289852,478134.792817,478198.774389,478263.105196,478299.245831,478321.67836,478384.616886,478449.255327,478507.769207,478556.752395,478591.889994,478608.990355,478603.332174,478572.149943,478515.221984,478435.845627,478340.908509,478235.629612,478130.333434,478040.160743,477977.796495,477943.657902,477935.941345
149,1497.42687019125,22.737260626770833,2225.241256779583,477948.153075,477973.289069,478010.041699,478056.402,478110.686158,478170.917573,478234.649066,478297.747714,478355.639654,478405.254529,478442.330664,478461.853478,478459.965707,478440.43761,478396.354598,478324.842728,478229.713638,478116.715097,477992.774704,477867.902068,477757.913089,477676.085138,477625.247531,477602.97993
150,1501.8404184229166,22.204957423770836,2199.1135713991666,477602.893263,477618.025478,477646.650783,477686.680907,477735.77404,477791.744825,477852.660085,477916.588545,477981.103215,478042.193765,478097.435495,478144.72913,478181.592561,478201.008822,478197.601334,478169.036569,478117.486141,478047.83788,477967.829901,477896.318376,477848.609165,477826.237794,477826.983813,477846.98962
151,1516.6573729499999,22.197914901208335,2106.6781165858333,477881.274761,477924.159064,477975.275758,478033.232499,478096.4433,478164.049376,478234.883775,478307.162624,478378.170043,478445.900989,478506.739204,478557.019207,478593.069689,478610.370691,478606.610569,478579.807472,478534.595693,478476.249624,478410.382782,478347.980703,478304.745941,478286.408775,478291.056423,478314.881471
152,1560.3631932008332,22.282520681325,2119.705791544167,478352.893238,478400.366406,478455.64198,478517.144811,478583.506336,478653.693215,478726.444557,478800.488062,478873.729511,478943.130413,479006.350297,479062.054882,479109.364791,479144.537993,479162.586696,479159.412394,479135.565258,479096.773571,479054.054375,479019.352648,479002.675789,479006.258922,479028.010958,479064.866107
153,1448.776143949375,23.021696517133336,2142.3163387270833,479112.141669,479165.190284,479223.126597,479286.200067,479353.583335,479424.391664,479496.970109,479568.203759,479635.276796,479695.696905,479745.799821,479780.827116,479795.464637,479785.255991,479747.988771,479684.362104,479598.637278,479496.280854,479383.639093,479269.245049,479166.509613,479090.921636,479044.883105,479025.580959
154,1564.9897600220831,22.61027010725,2272.60628155375,479027.211237,479042.712409,479069.097479,479105.256853,479151.172002,479204.771101,479263.439063,479324.34576,479384.168262,479442.014937,479496.3746,479543.536524,479581.401539,479608.833161,479624.330457,479626.4709,479609.424295,479574.339339,479525.796768,479471.29457,479422.943537,479393.090449,479386.235015,479400.414746
155,1305.2544284767916,24.666390874883334,2139.231862668333,479429.801515,479468.034072,479514.210723,479567.891173,479627.409835,479691.259756,479757.132642,479821.3841,479880.225105,479931.032981,479970.308851,479992.774988,479989.748316,479955.258323,479884.151871,479778.372956,479642.754223,479488.610895,479324.58145,479158.928225,478995.770294,478841.020451,478701.822593,478584.28276
156,1300.5693318499168,25.959463272929167,2336.309884664583,478486.758133,478403.580539,478334.336393,478280.710456,478241.884068,478215.201125,478194.468445,478168.563702,478130.929858,478076.395995,477996.796583,477884.15662,477738.744194,477562.730084,477359.0946,477135.648939,476898.455472,476652.15911,476400.036581,476147.954649,475899.457491,475657.004264,475424.032623,475203.561157
157,1232.932004000125,28.0586035386625,2591.14119319875,474996.456442,474798.138415,474606.887041,474423.281694,474249.934058,474085.783116,473926.178754,473764.110484,473592.451092,473403.817172,473194.552586,472964.313469,472715.055672,472450.381041,472173.840518,471888.102092,471595.444782,471297.620486,470995.919031,470693.697269,470393.196982,470095.405501,469801.866092,469513.031445
158,1383.3135852180833,24.598150049562502,2522.391385303333,469228.807721,468948.599736,468672.01246,468399.04511,468129.854638,467864.49042,467602.250114,467341.79157,467082.617295,466823.56197,466565.378151,466307.261232,466046.78669,465781.079253,465510.599007,465240.063275,464970.748086,464702.395101,464437.678087,464179.241879,463930.033493,463693.848783,463472.734007,463268.966168
159,1704.1425963370832,23.3867161463,2513.7492491983335,463083.535362,462911.203675,462751.364507,462603.513905,462466.908655,462340.707623,462223.962169,462115.126083,462009.971887,461903.709662,461794.172882,461680.493157,461562.059179,461438.507624,461310.583128,461178.297229,461036.478946,460883.552322,460722.717612,460561.015163,460408.046315,460277.312174,460180.12286,460116.925028
160,1362.5025583797917,24.131819263162498,2232.288684378333,460082.693502,460068.204419,460071.992938,460092.430335,460126.589116,460172.31182,460224.208102,460274.295853,460315.811593,460344.1936,460354.147111,460340.266835,460297.065222,460223.421715,460121.592935,459992.898669,459841.051521,459673.742979,459500.96142,459328.574898,459159.564711,459000.10327,458856.676933,458732.238169
