,co2Air,tAir,vpAir,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
32,1676.0008978445833,19.277386938445833,1947.0600842720833,292987.267649,293034.053985,293094.231438,293155.60757,293217.144381,293278.758683,293340.408832,293402.067014,293464.365579,293533.243506,293631.366654,293767.661515,293913.380454,294060.582656,294208.358678,294356.603273,294505.085321,294653.415515,294780.281907,294732.197507,294647.311127,294555.74833,294461.630447,294366.256066
33,1606.6387610304166,18.9932292421,1890.7450586304167,294322.271137,294368.686018,294428.094099,294488.691398,294549.497515,294610.443153,294671.447958,294732.538095,294794.314321,294867.712125,294978.755679,295117.269157,295262.331315,295408.025383,295553.870366,295699.952017,295846.120812,295992.207364,296114.828812,296065.549883,295981.288608,295890.404261,295796.900528,295702.082073
34,1560.153159059375,18.9857622169125,1847.9228898054168,295653.33983,295698.380534,295758.054524,295819.006662,295880.12574,295941.248872,296002.36819,296063.433811,296125.094346,296193.810765,296294.575682,296428.898505,296569.672618,296713.989176,296858.685017,297003.514206,297148.667429,297293.836544,297433.146486,297413.132813,297331.982683,297242.181488,297149.279124,297054.88178
35,1647.5084900091667,19.296562008141667,1814.3148039470834,297006.024074,297051.016407,297110.901704,297172.207167,297233.722878,297295.339091,297357.040188,297418.811569,297481.481877,297564.289226,297696.303266,297838.590095,297981.362711,298125.325267,298270.977759,298417.514399,298564.165418,298710.656026,298856.864508,299002.766707,299148.183783,299276.149275,299233.748631,299149.297747
36,1688.6897437604166,19.2964597976375,1945.372433855,299120.493376,299168.357755,299226.61679,299285.74366,299344.871619,299404.011485,299463.14856,299522.346159,299583.275834,299656.169464,299754.3896,299879.762962,300020.776882,300166.506045,300312.542894,300458.870854,300605.774017,300752.697163,300868.329161,300810.908153,300722.638272,300628.274188,300531.545638,300433.660593
37,1633.9320203516666,19.53635819155833,1986.0066593370832,300388.092501,300432.228634,300488.860203,300546.202442,300603.566572,300661.064022,300718.674818,300776.36269,300835.935549,300907.906475,301017.158242,301159.356712,301300.1919,301439.442281,301584.331182,301730.812574,301876.091414,302004.956845,301981.826976,301895.05957,301799.819434,301701.69953,301602.299439,301502.282963
38,1703.8811056004167,19.618380025395833,2023.84264368625,301449.532975,301491.021902,301546.57026,301603.341194,301660.312754,301717.35484,301774.454411,301831.595959,301889.750075,301964.907062,302077.268651,302207.187186,302348.772834,302494.911118,302642.790843,302791.209269,302939.792039,303088.440089,303171.557922,303097.905064,303004.502606,302906.314834,302806.244076,302705.324576
39,1724.7875072825,20.7593083913,2197.2135613483333,302657.518082,302699.725828,302754.167793,302809.699254,302865.411079,302921.264181,302977.209105,303033.224011,303091.564474,303172.648279,303299.964601,303445.987892,303594.687789,303744.96719,303896.596816,304049.222068,304202.319365,304355.534413,304508.604233,304661.065266,304707.757691,304620.548756,304519.378838,304414.551243
40,1730.0611474258333,20.775859690179168,2203.474475371667,304370.217696,304408.741929,304457.094078,304506.371365,304555.982411,304605.952063,304656.219301,304706.770049,304760.23549,304839.207095,304967.162753,305115.431803,305266.485792,305418.591712,305571.480218,305724.910264,305878.624736,306032.303429,306185.746481,306325.214227,306272.941931,306172.902075,306066.176661,305957.353286
41,1782.1570563466666,20.87022422035,2208.47435683625,305908.000638,305943.73091,305989.57848,306036.480912,306083.856596,306131.648764,306179.850204,306228.45318,306280.437357,306359.433255,306488.298442,306636.942021,306787.869489,306939.76588,307092.422679,307245.548239,307398.847732,307552.160237,307705.370513,307857.01559,307849.133405,307750.671678,307642.900018,307532.498297
42,1780.8970689041669,21.27961631349167,2276.6451651970833,307488.226313,307524.563266,307568.868045,307614.173972,307660.003366,307706.309449,307753.075132,307800.259479,307850.931826,307929.40041,308059.340385,308208.198637,308359.15969,308511.072653,308663.637275,308816.454081,308969.17866,309121.654613,309274.082552,309426.60717,309490.57716,309397.656296,309288.388099,309175.445005
43,1781.7414737270835,21.340865058954165,2279.5400366891668,309129.288034,309162.770552,309204.21163,309246.706372,309289.859355,309333.630757,309377.983067,309422.855634,309472.058795,309551.715152,309683.405028,309832.648867,309983.537631,310135.20367,310287.343782,310439.463535,310591.149648,310742.329478,310893.472523,311045.034769,311142.276548,311055.393016,310945.308833,310830.785255
44,1691.130701905,20.968727287033335,2225.5097057329167,310784.194878,310816.108716,310855.56792,310896.127334,310937.362732,310979.247492,311021.756315,311064.858408,311112.408001,311192.161397,311324.249858,311473.523429,311624.268032,311775.599035,311927.152502,312078.655175,312229.976852,312381.149548,312532.356722,312622.937315,312534.377643,312424.268049,312309.860352,312194.105519
45,1662.7205502841668,19.454483086208334,2030.8864956158334,312133.751537,312162.556423,312202.360396,312243.426559,312285.0624,312327.186155,312369.748039,312412.638607,312457.085555,312511.075082,312585.00171,312679.570551,312788.392768,312913.730544,313056.164432,313189.466025,313292.589037,313361.204226,313310.517245,313211.874767,313106.096563,312997.951195,312888.860899,312779.434351
46,1649.9008175183333,19.975001894583333,1888.84196810875,312717.942855,312751.307336,312798.470891,312846.975045,312895.940857,312945.282774,312994.957659,313045.005485,313102.652149,313192.768116,313321.69472,313465.117187,313609.87586,313756.083918,313903.459787,314051.714705,314200.264688,314348.627553,314496.569308,314644.370341,314791.885914,314938.914538,315085.433812,315203.236549
47,1673.4619158379166,20.645063706291666,2130.5022395912497,315223.023544,315264.382381,315310.816879,315357.322565,315403.967205,315450.958853,315498.274962,315545.871398,315598.11722,315684.003397,315816.919245,315961.551448,316107.716876,316254.970624,316403.052837,316551.727713,316700.78684,316849.881761,316998.709141,317147.195313,317233.851174,317149.247461,317043.453727,316933.093244
48,1695.2815163629166,19.496538913854167,2026.0912516375001,316881.396456,316913.483744,316955.952814,316999.306889,317042.752997,317086.386238,317130.278506,317174.435677,317220.108967,317275.782322,317362.360247,317491.644741,317636.575223,317782.57377,317928.838449,318075.009532,318220.951463,318366.608561,318504.320312,318463.589275,318365.828474,318260.364353,318152.273482,318043.072916
49,1626.2097411066668,18.94333857385,1896.3491563858333,317985.658582,318019.46368,318065.752601,318113.251225,318161.110674,318209.206193,318257.541605,318306.075179,318357.109471,318424.345558,318521.604561,318644.0389,318779.542894,318919.195871,319059.743343,319200.48856,319341.036164,319478.706211,319486.715544,319398.293563,319298.715834,319195.595784,319090.912727,318985.464858
50,1693.7194042229166,19.313493756970832,1922.6547902858335,318929.135428,318965.517406,319015.435876,319066.435381,319117.6465,319169.089838,319220.718286,319272.460312,319329.787918,319425.169084,319551.933898,319689.937873,319829.150561,319968.928632,320109.190452,320249.71652,320390.255049,320530.646802,320670.700409,320810.789862,320889.628461,320812.921904,320715.67717,320613.464096
51,1652.3276184674999,19.079530879416666,1837.6784662033333,320568.335241,320606.617677,320656.106222,320706.681895,320757.539597,320808.577848,320859.778893,320911.171305,320965.139591,321036.050692,321137.05735,321260.89481,321394.783414,321531.507751,321669.057444,321806.935234,321944.932236,322082.873785,322220.475714,322331.422361,322270.507569,322176.041002,322075.317681,321972.171385
52,1632.4367697054167,19.3622368855625,1930.4224155416666,321919.405801,321956.260015,322006.443973,322057.621414,322108.715568,322159.86835,322211.02177,322262.173462,322317.708174,322397.299275,322507.377495,322637.923631,322774.950924,322913.515772,323052.807353,323192.709013,323332.926843,323473.264767,323613.244403,323752.516711,323774.934594,323686.775634,323586.205541,323481.922325
53,1711.2374399858334,20.2618890476375,2027.6606476745835,323429.891661,323465.417872,323513.383538,323562.325426,323611.13902,323660.035155,323708.999039,323758.173093,323811.282771,323890.667064,324021.488175,324159.980411,324300.072998,324441.697167,324584.317138,324727.755636,324871.740307,325015.708468,325159.317764,325302.818763,325446.03314,325588.780812,325731.024524,325816.780804
54,1774.4690490104167,20.709813230325,2116.042457889583,325824.592363,325862.85299,325905.404708,325948.506342,325991.882662,326035.454974,326079.223953,326123.258835,326171.473171,326250.220221,326379.767468,326521.61344,326664.710068,326808.715999,326953.429599,327098.566448,327243.831614,327389.040454,327534.071423,327678.941456,327823.539368,327967.778144,328111.405427,328144.337505
55,1656.1909606141664,19.467230652341666,1983.6513137074999,328138.36046,328172.299931,328209.195816,328246.615055,328284.499415,328322.823321,328361.571351,328400.966213,328447.013468,328519.855166,328628.055195,328760.47754,328901.644436,329043.842804,329186.044282,329328.037169,329469.760763,329611.172197,329751.46745,329754.09347,329656.36492,329547.930992,329436.282686,329323.356122
56,1633.2773303420834,18.991548078808332,1876.1036695,329260.573672,329289.735129,329331.998242,329375.542307,329419.489026,329463.748566,329508.317264,329553.41839,329603.202137,329674.074716,329777.35132,329902.635345,330036.831096,330173.264726,330310.035452,330446.842576,330583.599088,330720.139125,330791.977429,330710.544132,330609.033968,330502.641335,330394.245325,330284.879894
57,1686.6479106633333,19.035232116091667,1881.3926908699998,330223.117252,330254.82954,330300.70366,330347.844978,330395.260547,330442.848762,330490.585645,330538.685105,330591.383971,330665.524783,330770.03734,330895.035911,331027.340575,331161.189156,331295.461483,331429.899908,331564.389623,331698.816001,331809.658929,331747.783595,331650.336487,331546.355705,331439.859507,331332.159282
58,1639.4554341249998,20.37546595885,1981.3852306004167,331275.912298,331309.992028,331357.193422,331405.659415,331454.406938,331503.333408,331552.401368,331602.637694,331670.053217,331786.586808,331918.931133,332053.220644,332189.525456,332327.497113,332466.532359,332606.688762,332747.693644,332888.963087,333029.935701,333170.706603,333311.269713,333451.415163,333591.14571,333730.409256
59,1643.7316007520833,19.927227521975002,1957.2920341520833,333860.745487,333931.647746,333974.24692,334014.394706,334054.681362,334095.242593,334136.084813,334177.487313,334227.716425,334323.199516,334457.254028,334595.04899,334734.105903,334874.23302,335014.8991,335155.590788,335296.165628,335436.515895,335576.508642,335716.320836,335855.858971,335994.140238,336002.786914,335903.366075
60,1692.321084412917,20.487511821216668,2000.94645475375,335859.602107,335888.738637,335927.23981,335966.826245,336006.945724,336047.257127,336087.401174,336128.842581,336192.446231,336313.616061,336450.049235,336587.618872,336726.292636,336865.987493,337006.446671,337147.392251,337288.586473,337429.784903,337570.823417,337711.705413,337852.407422,337992.814917,338132.889496,338272.589048
61,1620.8356864945833,19.062012989075,1834.3030224425,338407.728019,338486.981877,338525.3061,338559.968674,338594.915914,338630.40173,338666.400526,338703.312165,338747.291321,338817.620871,338920.847587,339046.257202,339180.455963,339316.389786,339452.525348,339588.835083,339725.188522,339861.366612,339997.167847,340073.518642,339987.165865,339879.704676,339767.41611,339653.242285
62,1704.77674289625,19.005742591291668,1817.0189322408332,339588.527916,339615.624502,339656.076403,339697.902296,339740.171236,339782.787417,339825.723985,339869.315457,339925.756158,340016.874055,340127.603247,340253.335389,340384.107571,340515.701493,340647.460144,340779.278491,340911.118067,341042.982731,341174.152231,341187.369706,341093.993921,340988.519003,340879.37731,340768.626196
63,1785.0212973816667,20.770138819820833,2083.012542719583,340712.916819,340744.452804,340787.82383,340832.2,340876.668202,340921.105708,340965.532025,341011.537365,341080.076968,341201.976954,341333.450175,341466.627131,341601.442848,341737.689187,341875.017571,342013.159718,342151.801038,342290.669773,342429.400463,342567.961691,342706.293046,342844.270669,342981.86116,343119.037898
64,1744.88147443,20.858000157654164,2112.4353275891667,343255.861021,343390.294334,343483.365226,343524.761452,343559.111861,343593.331446,343627.879835,343664.29621,343721.086178,343831.418742,343966.380068,344103.319768,344240.836349,344378.901001,344517.231723,344655.563009,344793.710288,344931.771395,345069.902932,345208.032079,345346.09878,345484.025887,345621.733316,345721.284895
65,1767.5345139141666,20.75693513694583,2139.2255380816664,345727.039789,345752.321354,345780.812797,345810.096242,345839.950998,345870.395873,345901.405211,345934.748807,345990.451539,346101.572717,346236.669108,346373.438001,346510.593497,346648.03179,346785.5051,346922.709028,347059.580767,347196.419556,347333.440221,347470.5489,347607.697216,347744.795869,347879.439227,347856.188836
66,1799.6917867583334,21.304138950041665,2185.936149110417,347830.342165,347852.545909,347878.850764,347906.007231,347933.803363,347962.185339,347991.137907,348022.577183,348077.531963,348188.838393,348323.804044,348460.193802,348596.883519,348733.548117,348869.770148,349005.158975,349139.352928,349272.589048,349406.063887,349540.383745,349675.449005,349811.083512,349947.051844,350083.131301
67,1730.4409975583333,20.472346823025003,2085.427087477083,350211.78348,350271.673389,350296.684464,350319.718429,350343.352894,350367.693793,350392.740505,350419.525533,350459.181064,350534.594985,350651.300971,350786.018903,350921.713094,351057.485149,351193.069145,351328.238661,351463.344744,351598.626278,351734.041385,351869.475028,352004.875442,352132.020741,352070.640492,351952.174723
68,1645.2532668091665,19.11923573215,1904.2572193533333,351897.061252,351914.447508,351940.020729,351966.612412,351993.793032,352021.500793,352049.742504,352079.116701,352116.275139,352176.524395,352277.885061,352402.634338,352534.170221,352666.616681,352799.099254,352931.486869,353063.751425,353195.876344,353326.577146,353313.172143,353206.896239,353090.277614,352970.549622,352849.582459
69,1725.0549666020834,19.93917222003333,1931.1612959254164,352778.447168,352799.482042,352833.930128,352869.798174,352906.130857,352942.778809,352979.698749,353019.248477,353084.140493,353202.135149,353331.371926,353461.017972,353591.622574,353722.91689,353854.673764,353987.011744,354119.911591,354253.097896,354386.095616,354518.815732,354651.390722,354783.615112,354915.43699,355046.779292
70,1693.5700209920833,19.603501169754164,1911.4700801820834,355167.405872,355227.208746,355261.373745,355293.453052,355325.736396,355358.456958,355391.659507,355426.168879,355470.598422,355548.094785,355657.090053,355781.933555,355910.473132,356039.355273,356168.450349,356298.578286,356429.743619,356561.357775,356692.7744,356823.887877,356954.877781,357084.491502,357075.834775,356969.009018
71,1732.0420559333334,20.862889999716668,2086.20262944,356920.662294,356943.683183,356975.45894,357007.61132,357039.975935,357072.616987,357105.451939,357139.667877,357197.343913,357312.027664,357441.691056,357572.267026,357703.740467,357835.967215,357968.671499,358101.587603,358234.469851,358367.223658,358499.977326,358632.72444,358765.416653,358898.005062,359030.417096,359162.59776
72,1656.6431386454167,19.614047011258332,1997.4460848116667,359294.564154,359425.503785,359524.57872,359560.538495,359585.877212,359611.016964,359636.589533,359664.271615,359714.241476,359830.146906,359961.002857,360092.191669,360223.598171,360355.016099,360486.354977,360617.613754,360748.807986,360879.874274,361010.677616,361141.26322,361269.891049,361241.85978,361128.867862,361006.494143
73,1631.3344918887499,19.600234278666665,1869.7756333183333,360940.912518,360958.548944,360987.071164,361016.752694,361046.951881,361077.707483,361108.986801,361143.429217,361202.925338,361310.905984,361436.733289,361563.673641,361691.259358,361819.599696,361948.602396,362078.052012,362207.580897,362336.93992,362466.008064,362594.693546,362722.920943,362760.703583,362658.896717,362541.463811
74,1684.0542453079167,19.840712539370834,1942.7774208370831,362478.968396,362498.935729,362530.038565,362562.401162,362595.228867,362628.398543,362661.827994,362697.883229,362771.473077,362894.641614,363021.175559,363148.140934,363275.640995,363403.736378,363532.352035,363661.266944,363790.192723,363918.971477,364047.484553,364175.702407,364303.779918,364431.51396,364558.699834,364592.936493
75,1742.8206033249999,20.878358323175,2077.1252286908334,364571.932023,364595.544676,364625.565544,364656.360265,364687.467083,364718.458709,364749.467094,364784.086415,364851.952149,364972.002674,365098.098544,365225.000792,365352.877169,365481.586694,365610.913191,365740.633423,365870.477901,366000.243819,366129.96718,366259.668196,366389.311208,366518.86239,366648.257599,366777.446935
76,1764.3881433979168,20.480292536449998,2101.6203124725002,366906.431402,367034.36675,367130.437183,367163.837019,367186.5938,367209.133575,367232.141942,367258.950628,367308.512872,367407.74218,367533.752195,367661.550918,367789.665334,367918.144996,368046.94404,368175.844191,368304.719972,368433.489056,368562.220391,368690.948925,368819.626693,368948.205874,369076.595872,369135.981467
77,1743.7474005258334,20.6919945517875,2161.7132938199998,369121.06734,369137.49311,369157.347861,369177.968476,369199.116431,369220.798881,369242.952175,369268.063375,369314.399491,369407.374699,369532.265857,369659.518421,369787.152899,369915.122802,370043.263741,370171.395242,370299.402509,370427.308306,370555.236826,370683.170414,370811.057354,370938.775615,370962.10424,370846.299096
78,1700.6332008995832,20.817885484070832,2054.37505717125,370791.877873,370803.768577,370823.158719,370843.696993,370864.944563,370886.865095,370909.259072,370935.940272,370987.216148,371088.402711,371214.320393,371341.24295,371468.649301,371596.206433,371723.50737,371850.137682,371975.763451,372100.626126,372225.906071,372351.795095,372477.976767,372604.568553,372731.43788,372858.437527
79,1788.0886973054166,20.568180621808335,2158.1492695941665,372985.448906,373112.035076,373215.824897,373248.109039,373264.503312,373280.542003,373297.234607,373318.314576,373363.559867,373455.590549,373579.262479,373705.331356,373831.819689,373958.428797,374084.975763,374211.375514,374337.525553,374463.444605,374589.433383,374715.567995,374841.7507,374916.12523,374807.287255,374675.232727
